response_id,campaign_id,customer_id,response_date,channel,outcome,converted,conversion_value_thb
CRS00013719,CMP0021,CUS0008986,2024-12-12,LINE OA,Not Interested,False,0.0
CRS00013720,CMP0011,CUS0006239,2024-01-13,SMS,No Response,False,0.0
CRS00013721,CMP0010,CUS0005875,2024-02-06,Outbound Call,Not Interested,False,0.0
CRS00013722,CMP0029,CUS0004448,2026-01-14,LINE OA,Converted,True,33245.61
CRS00013723,CMP0001,CUS0005044,2024-04-16,Email,Converted,True,34170.98
CRS00013724,CMP0013,CUS0006475,2025-03-06,Branch,Not Interested,False,0.0
CRS00013725,CMP0011,CUS0005130,2026-01-14,Mobile App,No Response,False,0.0
CRS00013726,CMP0024,CUS0005077,2024-07-01,Branch,Interested,False,0.0
CRS00013727,CMP0010,CUS0001093,2024-10-21,SMS,Opted Out,False,0.0
CRS00013728,CMP0001,CUS0008826,2025-02-10,Outbound Call,No Response,False,0.0
CRS00013729,CMP0015,CUS0005446,2024-08-03,LINE OA,No Response,False,0.0
CRS00013730,CMP0014,CUS0001838,2024-04-27,Email,Interested,False,0.0
CRS00013731,CMP0005,CUS0009713,2024-01-05,Email,Interested,False,0.0
CRS00013732,CMP0019,CUS0006813,2025-04-29,Mobile App,No Response,False,0.0
CRS00013733,CMP0013,CUS0005945,2024-07-11,Email,Not Interested,False,0.0
CRS00013734,CMP0014,CUS0004029,2024-08-13,Branch,Not Interested,False,0.0
CRS00013735,CMP0006,CUS0004816,2024-12-30,Mobile App,Not Interested,False,0.0
CRS00013736,CMP0006,CUS0001238,2025-05-16,SMS,No Response,False,0.0
CRS00013737,CMP0013,CUS0006849,2024-05-28,LINE OA,No Response,False,0.0
CRS00013738,CMP0001,CUS0001612,2024-05-17,SMS,No Response,False,0.0
CRS00013739,CMP0030,CUS0002249,2024-08-10,LINE OA,Not Interested,False,0.0
CRS00013740,CMP0001,CUS0003373,2025-03-25,Branch,No Response,False,0.0
CRS00013741,CMP0006,CUS0009369,2024-08-16,Outbound Call,Interested,False,0.0
CRS00013742,CMP0003,CUS0001505,2024-04-15,LINE OA,No Response,False,0.0
CRS00013743,CMP0007,CUS0002192,2025-07-30,SMS,Interested,False,0.0
CRS00013744,CMP0026,CUS0005855,2025-08-19,SMS,Not Interested,False,0.0
CRS00013745,CMP0004,CUS0008410,2025-03-22,Mobile App,No Response,False,0.0
CRS00013746,CMP0014,CUS0001467,2024-01-14,Mobile App,No Response,False,0.0
CRS00013747,CMP0003,CUS0005354,2025-11-18,Outbound Call,Not Interested,False,0.0
CRS00013748,CMP0003,CUS0001477,2025-05-02,SMS,Interested,False,0.0
CRS00013749,CMP0009,CUS0007431,2025-04-17,Branch,Interested,False,0.0
CRS00013750,CMP0006,CUS0006561,2026-02-06,Mobile App,Converted,True,126291.42
CRS00013751,CMP0025,CUS0001935,2025-08-26,Outbound Call,Interested,False,0.0
CRS00013752,CMP0021,CUS0000222,2026-03-07,Branch,No Response,False,0.0
CRS00013753,CMP0017,CUS0003155,2025-06-19,LINE OA,Interested,False,0.0
CRS00013754,CMP0010,CUS0006623,2025-06-03,Email,Not Interested,False,0.0
CRS00013755,CMP0021,CUS0006735,2024-10-20,Outbound Call,No Response,False,0.0
CRS00013756,CMP0015,CUS0003415,2025-12-25,Branch,Interested,False,0.0
CRS00013757,CMP0027,CUS0007705,2025-10-27,LINE OA,Not Interested,False,0.0
CRS00013758,CMP0019,CUS0001318,2026-03-01,Mobile App,Not Interested,False,0.0
CRS00013759,CMP0003,CUS0001315,2025-07-19,LINE OA,No Response,False,0.0
CRS00013760,CMP0021,CUS0006604,2024-03-14,Branch,No Response,False,0.0
CRS00013761,CMP0006,CUS0003877,2025-02-18,SMS,Not Interested,False,0.0
CRS00013762,CMP0030,CUS0002607,2024-06-06,Branch,Not Interested,False,0.0
CRS00013763,CMP0011,CUS0006838,2025-06-18,Email,Interested,False,0.0
CRS00013764,CMP0024,CUS0001248,2026-02-25,LINE OA,No Response,False,0.0
CRS00013765,CMP0019,CUS0002244,2024-08-26,Outbound Call,Interested,False,0.0
CRS00013766,CMP0006,CUS0009260,2025-11-07,Email,Interested,False,0.0
CRS00013767,CMP0027,CUS0008129,2026-03-25,SMS,No Response,False,0.0
CRS00013768,CMP0006,CUS0000440,2026-02-12,LINE OA,Interested,False,0.0
CRS00013769,CMP0029,CUS0009788,2025-11-06,Mobile App,Not Interested,False,0.0
CRS00013770,CMP0007,CUS0006397,2024-10-08,Email,No Response,False,0.0
CRS00013771,CMP0020,CUS0008866,2025-04-02,LINE OA,No Response,False,0.0
CRS00013772,CMP0018,CUS0001320,2025-07-02,LINE OA,Interested,False,0.0
CRS00013773,CMP0023,CUS0001036,2024-11-15,Email,Interested,False,0.0
CRS00013774,CMP0029,CUS0008540,2024-08-25,LINE OA,No Response,False,0.0
CRS00013775,CMP0017,CUS0007140,2025-06-20,Email,Converted,True,86909.14
CRS00013776,CMP0002,CUS0008206,2024-01-24,Mobile App,No Response,False,0.0
CRS00013777,CMP0020,CUS0004361,2026-02-09,Mobile App,Converted,True,16559.88
CRS00013778,CMP0004,CUS0003972,2025-01-21,Mobile App,Converted,True,134891.54
CRS00013779,CMP0024,CUS0007996,2024-03-29,Branch,Not Interested,False,0.0
CRS00013780,CMP0020,CUS0001809,2024-06-22,SMS,No Response,False,0.0
CRS00013781,CMP0026,CUS0003441,2024-12-10,Email,Interested,False,0.0
CRS00013782,CMP0027,CUS0004569,2024-02-20,Branch,No Response,False,0.0
CRS00013783,CMP0019,CUS0009032,2025-02-02,SMS,No Response,False,0.0
CRS00013784,CMP0010,CUS0005959,2025-04-22,SMS,Converted,True,117844.52
CRS00013785,CMP0018,CUS0008212,2024-01-06,Email,No Response,False,0.0
CRS00013786,CMP0016,CUS0008793,2025-11-11,Branch,Converted,True,73885.95
CRS00013787,CMP0030,CUS0004800,2024-10-29,SMS,No Response,False,0.0
CRS00013788,CMP0023,CUS0007314,2025-07-24,Branch,Opted Out,False,0.0
CRS00013789,CMP0012,CUS0004463,2024-10-06,Email,Interested,False,0.0
CRS00013790,CMP0019,CUS0005205,2024-09-25,Mobile App,Interested,False,0.0
CRS00013791,CMP0015,CUS0001973,2025-10-01,Email,Converted,True,95800.39
CRS00013792,CMP0003,CUS0001478,2026-02-19,Branch,Not Interested,False,0.0
CRS00013793,CMP0024,CUS0006373,2024-04-16,Mobile App,Not Interested,False,0.0
CRS00013794,CMP0002,CUS0003521,2025-08-19,LINE OA,No Response,False,0.0
CRS00013795,CMP0011,CUS0006571,2025-05-08,Mobile App,Opted Out,False,0.0
CRS00013796,CMP0014,CUS0004682,2025-12-29,Outbound Call,Not Interested,False,0.0
CRS00013797,CMP0004,CUS0003719,2025-05-31,Branch,Interested,False,0.0
CRS00013798,CMP0030,CUS0007402,2024-01-13,LINE OA,No Response,False,0.0
CRS00013799,CMP0016,CUS0006321,2024-05-09,Mobile App,Interested,False,0.0
CRS00013800,CMP0013,CUS0004539,2026-01-28,Email,Interested,False,0.0
CRS00013801,CMP0019,CUS0000687,2026-03-04,Branch,Interested,False,0.0
CRS00013802,CMP0007,CUS0006101,2024-06-21,Outbound Call,No Response,False,0.0
CRS00013803,CMP0016,CUS0000492,2024-05-28,Mobile App,Not Interested,False,0.0
CRS00013804,CMP0004,CUS0009996,2024-03-02,Mobile App,No Response,False,0.0
CRS00013805,CMP0014,CUS0007342,2024-01-30,LINE OA,No Response,False,0.0
CRS00013806,CMP0019,CUS0008602,2025-05-06,Outbound Call,Converted,True,12494.56
CRS00013807,CMP0003,CUS0007567,2025-10-25,Email,Interested,False,0.0
CRS00013808,CMP0018,CUS0007903,2024-10-18,Branch,No Response,False,0.0
CRS00013809,CMP0018,CUS0002272,2026-01-05,SMS,No Response,False,0.0
CRS00013810,CMP0023,CUS0000790,2025-12-23,Mobile App,Interested,False,0.0
CRS00013811,CMP0021,CUS0006901,2024-02-23,Branch,Not Interested,False,0.0
CRS00013812,CMP0011,CUS0004243,2024-12-30,Email,Interested,False,0.0
CRS00013813,CMP0011,CUS0008315,2026-01-21,Email,Not Interested,False,0.0
CRS00013814,CMP0015,CUS0003029,2025-04-01,SMS,Opted Out,False,0.0
CRS00013815,CMP0027,CUS0009691,2026-04-01,Mobile App,No Response,False,0.0
CRS00013816,CMP0004,CUS0003470,2026-04-18,SMS,Converted,True,177069.27
CRS00013817,CMP0007,CUS0002859,2025-03-09,Mobile App,No Response,False,0.0
CRS00013818,CMP0022,CUS0006522,2024-10-02,LINE OA,Interested,False,0.0
CRS00013819,CMP0010,CUS0003877,2024-04-14,Mobile App,Not Interested,False,0.0
CRS00013820,CMP0003,CUS0001707,2024-12-27,SMS,Interested,False,0.0
CRS00013821,CMP0025,CUS0005784,2025-04-10,Mobile App,No Response,False,0.0
CRS00013822,CMP0015,CUS0008046,2026-03-13,Email,Interested,False,0.0
CRS00013823,CMP0024,CUS0005715,2025-11-22,LINE OA,Interested,False,0.0
CRS00013824,CMP0025,CUS0004969,2026-04-22,Mobile App,No Response,False,0.0
CRS00013825,CMP0024,CUS0003065,2025-06-06,Email,Converted,True,5654.28
CRS00013826,CMP0014,CUS0001008,2026-03-02,LINE OA,Interested,False,0.0
CRS00013827,CMP0024,CUS0004097,2024-08-25,LINE OA,Not Interested,False,0.0
CRS00013828,CMP0020,CUS0008262,2025-06-16,Branch,Opted Out,False,0.0
CRS00013829,CMP0016,CUS0008766,2024-12-09,LINE OA,No Response,False,0.0
CRS00013830,CMP0001,CUS0006094,2024-10-04,Outbound Call,Not Interested,False,0.0
CRS00013831,CMP0010,CUS0003982,2025-10-22,LINE OA,Interested,False,0.0
CRS00013832,CMP0029,CUS0008275,2025-10-06,Email,Interested,False,0.0
CRS00013833,CMP0009,CUS0005752,2025-08-14,Branch,Interested,False,0.0
CRS00013834,CMP0014,CUS0009855,2025-03-19,LINE OA,Interested,False,0.0
CRS00013835,CMP0020,CUS0009272,2025-05-28,Email,Not Interested,False,0.0
CRS00013836,CMP0024,CUS0008206,2024-12-23,Branch,No Response,False,0.0
CRS00013837,CMP0004,CUS0004722,2025-09-04,LINE OA,Interested,False,0.0
CRS00013838,CMP0015,CUS0009279,2024-08-21,SMS,No Response,False,0.0
CRS00013839,CMP0030,CUS0007510,2026-02-01,Mobile App,Interested,False,0.0
CRS00013840,CMP0010,CUS0000933,2024-11-28,Outbound Call,No Response,False,0.0
CRS00013841,CMP0023,CUS0008816,2026-02-03,Mobile App,Opted Out,False,0.0
CRS00013842,CMP0005,CUS0002710,2025-11-19,Email,Interested,False,0.0
CRS00013843,CMP0012,CUS0008782,2025-08-07,Outbound Call,No Response,False,0.0
CRS00013844,CMP0006,CUS0002600,2025-01-24,LINE OA,Opted Out,False,0.0
CRS00013845,CMP0001,CUS0006069,2025-07-12,Mobile App,No Response,False,0.0
CRS00013846,CMP0011,CUS0000951,2026-02-22,Mobile App,No Response,False,0.0
CRS00013847,CMP0002,CUS0007628,2025-06-25,SMS,Interested,False,0.0
CRS00013848,CMP0022,CUS0000230,2025-12-29,Outbound Call,Not Interested,False,0.0
CRS00013849,CMP0004,CUS0003135,2026-04-19,LINE OA,Not Interested,False,0.0
CRS00013850,CMP0014,CUS0000036,2025-04-04,Outbound Call,Interested,False,0.0
CRS00013851,CMP0016,CUS0005453,2024-12-30,Email,No Response,False,0.0
CRS00013852,CMP0015,CUS0003928,2025-10-01,LINE OA,Not Interested,False,0.0
CRS00013853,CMP0008,CUS0003565,2024-12-29,Branch,Converted,True,80844.43
CRS00013854,CMP0024,CUS0007102,2024-10-18,Outbound Call,Not Interested,False,0.0
CRS00013855,CMP0014,CUS0009443,2024-05-10,SMS,Interested,False,0.0
CRS00013856,CMP0009,CUS0006130,2025-08-20,SMS,Not Interested,False,0.0
CRS00013857,CMP0006,CUS0007093,2024-06-28,SMS,Not Interested,False,0.0
CRS00013858,CMP0014,CUS0008916,2025-06-08,LINE OA,Interested,False,0.0
CRS00013859,CMP0020,CUS0006736,2025-01-10,LINE OA,No Response,False,0.0
CRS00013860,CMP0003,CUS0006457,2024-10-04,Email,No Response,False,0.0
CRS00013861,CMP0024,CUS0004503,2026-01-18,Email,No Response,False,0.0
CRS00013862,CMP0011,CUS0001269,2024-03-07,SMS,Not Interested,False,0.0
CRS00013863,CMP0017,CUS0006233,2026-01-27,LINE OA,Converted,True,34303.39
CRS00013864,CMP0029,CUS0009508,2024-08-20,Mobile App,No Response,False,0.0
CRS00013865,CMP0001,CUS0001106,2024-11-16,Mobile App,No Response,False,0.0
CRS00013866,CMP0013,CUS0009530,2026-04-24,SMS,No Response,False,0.0
CRS00013867,CMP0002,CUS0004160,2024-05-22,LINE OA,Opted Out,False,0.0
CRS00013868,CMP0012,CUS0005775,2025-06-23,Email,No Response,False,0.0
CRS00013869,CMP0030,CUS0005615,2025-02-11,Email,No Response,False,0.0
CRS00013870,CMP0009,CUS0002485,2025-02-18,LINE OA,Converted,True,14847.19
CRS00013871,CMP0030,CUS0005941,2024-10-12,LINE OA,Not Interested,False,0.0
CRS00013872,CMP0011,CUS0000419,2025-01-15,LINE OA,Interested,False,0.0
CRS00013873,CMP0009,CUS0005969,2024-05-23,Email,No Response,False,0.0
CRS00013874,CMP0005,CUS0009533,2024-05-31,Branch,No Response,False,0.0
CRS00013875,CMP0014,CUS0002396,2025-06-04,LINE OA,Interested,False,0.0
CRS00013876,CMP0011,CUS0008767,2025-05-27,Outbound Call,No Response,False,0.0
CRS00013877,CMP0011,CUS0004278,2024-05-18,SMS,Converted,True,102280.83
CRS00013878,CMP0016,CUS0002706,2025-09-11,Mobile App,No Response,False,0.0
CRS00013879,CMP0016,CUS0008093,2024-08-22,Mobile App,Not Interested,False,0.0
CRS00013880,CMP0014,CUS0009291,2025-07-13,Email,Converted,True,72803.18
CRS00013881,CMP0026,CUS0001673,2026-04-10,Outbound Call,Not Interested,False,0.0
CRS00013882,CMP0021,CUS0001364,2024-08-22,Mobile App,Interested,False,0.0
CRS00013883,CMP0001,CUS0008448,2024-05-04,Email,No Response,False,0.0
CRS00013884,CMP0021,CUS0003041,2024-09-03,Branch,Not Interested,False,0.0
CRS00013885,CMP0029,CUS0009703,2025-09-03,LINE OA,Interested,False,0.0
CRS00013886,CMP0021,CUS0001009,2025-05-07,Email,No Response,False,0.0
CRS00013887,CMP0016,CUS0000978,2024-04-07,Branch,No Response,False,0.0
CRS00013888,CMP0023,CUS0002659,2024-12-04,Branch,No Response,False,0.0
CRS00013889,CMP0004,CUS0007079,2025-07-22,Outbound Call,Converted,True,154956.9
CRS00013890,CMP0022,CUS0008303,2026-03-18,Email,Interested,False,0.0
CRS00013891,CMP0030,CUS0004789,2024-01-14,Mobile App,Not Interested,False,0.0
CRS00013892,CMP0014,CUS0001137,2026-04-25,LINE OA,Interested,False,0.0
CRS00013893,CMP0017,CUS0005792,2025-04-08,Branch,Interested,False,0.0
CRS00013894,CMP0009,CUS0008818,2024-08-17,Branch,Interested,False,0.0
CRS00013895,CMP0014,CUS0009160,2026-01-03,Outbound Call,No Response,False,0.0
CRS00013896,CMP0017,CUS0004291,2025-08-22,Outbound Call,Not Interested,False,0.0
CRS00013897,CMP0013,CUS0004076,2025-01-15,LINE OA,Opted Out,False,0.0
CRS00013898,CMP0026,CUS0009149,2024-04-01,Mobile App,No Response,False,0.0
CRS00013899,CMP0020,CUS0000859,2024-03-12,Outbound Call,Interested,False,0.0
CRS00013900,CMP0010,CUS0009562,2026-05-01,Mobile App,Interested,False,0.0
CRS00013901,CMP0018,CUS0005372,2026-03-30,Outbound Call,No Response,False,0.0
CRS00013902,CMP0025,CUS0005484,2025-03-07,Outbound Call,Interested,False,0.0
CRS00013903,CMP0008,CUS0001845,2026-03-24,LINE OA,No Response,False,0.0
CRS00013904,CMP0022,CUS0005831,2025-09-07,Outbound Call,Not Interested,False,0.0
CRS00013905,CMP0003,CUS0009013,2026-04-21,SMS,No Response,False,0.0
CRS00013906,CMP0013,CUS0007752,2024-11-16,Branch,Converted,True,12241.77
CRS00013907,CMP0029,CUS0008411,2025-07-06,LINE OA,Interested,False,0.0
CRS00013908,CMP0011,CUS0000398,2025-05-03,LINE OA,No Response,False,0.0
CRS00013909,CMP0026,CUS0009424,2025-06-01,Outbound Call,Interested,False,0.0
CRS00013910,CMP0014,CUS0003017,2025-09-05,Email,Interested,False,0.0
CRS00013911,CMP0023,CUS0000279,2024-04-06,Branch,No Response,False,0.0
CRS00013912,CMP0024,CUS0000328,2024-03-02,SMS,No Response,False,0.0
CRS00013913,CMP0027,CUS0009981,2025-04-10,Mobile App,No Response,False,0.0
CRS00013914,CMP0021,CUS0006932,2024-10-15,LINE OA,No Response,False,0.0
CRS00013915,CMP0008,CUS0006697,2024-08-08,Email,Converted,True,158674.77
CRS00013916,CMP0019,CUS0005308,2025-12-11,Branch,Interested,False,0.0
CRS00013917,CMP0023,CUS0005498,2024-05-12,Branch,No Response,False,0.0
CRS00013918,CMP0007,CUS0001002,2025-03-20,SMS,No Response,False,0.0
CRS00013919,CMP0030,CUS0009156,2025-06-15,Outbound Call,No Response,False,0.0
CRS00013920,CMP0012,CUS0000184,2024-08-16,Outbound Call,Converted,True,10961.15
CRS00013921,CMP0028,CUS0006650,2025-07-08,LINE OA,No Response,False,0.0
CRS00013922,CMP0016,CUS0004502,2024-04-05,Email,Interested,False,0.0
CRS00013923,CMP0010,CUS0005181,2024-08-20,SMS,Converted,True,32034.75
CRS00013924,CMP0021,CUS0004973,2025-10-07,Branch,Converted,True,15525.2
CRS00013925,CMP0005,CUS0008842,2026-03-30,Outbound Call,Not Interested,False,0.0
CRS00013926,CMP0029,CUS0008448,2025-02-06,Email,Interested,False,0.0
CRS00013927,CMP0018,CUS0008903,2025-03-18,Outbound Call,No Response,False,0.0
CRS00013928,CMP0005,CUS0000655,2025-07-20,SMS,Interested,False,0.0
CRS00013929,CMP0007,CUS0006314,2024-08-11,SMS,No Response,False,0.0
CRS00013930,CMP0015,CUS0008180,2024-04-07,SMS,Not Interested,False,0.0
CRS00013931,CMP0025,CUS0004393,2026-04-24,Mobile App,Interested,False,0.0
CRS00013932,CMP0001,CUS0008130,2025-12-03,Mobile App,Converted,True,135905.62
CRS00013933,CMP0023,CUS0009743,2024-01-29,Email,No Response,False,0.0
CRS00013934,CMP0010,CUS0004590,2025-08-25,Mobile App,No Response,False,0.0
CRS00013935,CMP0025,CUS0009534,2026-04-02,LINE OA,Not Interested,False,0.0
CRS00013936,CMP0006,CUS0009368,2024-03-17,Mobile App,Interested,False,0.0
CRS00013937,CMP0001,CUS0006071,2024-09-21,Mobile App,No Response,False,0.0
CRS00013938,CMP0008,CUS0001941,2025-07-24,Branch,Not Interested,False,0.0
CRS00013939,CMP0019,CUS0005225,2025-04-16,Outbound Call,Converted,True,64451.43
CRS00013940,CMP0007,CUS0000816,2026-02-26,SMS,Converted,True,89014.31
CRS00013941,CMP0010,CUS0000186,2024-09-07,Outbound Call,No Response,False,0.0
CRS00013942,CMP0003,CUS0000019,2025-11-24,Mobile App,Converted,True,93526.57
CRS00013943,CMP0014,CUS0004700,2025-10-13,Email,Not Interested,False,0.0
CRS00013944,CMP0026,CUS0005965,2025-02-20,Outbound Call,No Response,False,0.0
CRS00013945,CMP0012,CUS0000869,2024-04-20,SMS,Opted Out,False,0.0
CRS00013946,CMP0014,CUS0004296,2025-11-20,Mobile App,Interested,False,0.0
CRS00013947,CMP0019,CUS0005345,2024-01-07,Mobile App,No Response,False,0.0
CRS00013948,CMP0019,CUS0004907,2026-03-09,LINE OA,No Response,False,0.0
CRS00013949,CMP0021,CUS0002502,2025-07-13,LINE OA,No Response,False,0.0
CRS00013950,CMP0026,CUS0002020,2024-03-26,Email,Opted Out,False,0.0
CRS00013951,CMP0012,CUS0000528,2024-07-31,Outbound Call,Not Interested,False,0.0
CRS00013952,CMP0014,CUS0005528,2026-01-17,LINE OA,No Response,False,0.0
CRS00013953,CMP0014,CUS0008496,2024-09-05,Branch,Interested,False,0.0
CRS00013954,CMP0009,CUS0000874,2025-03-25,LINE OA,Not Interested,False,0.0
CRS00013955,CMP0003,CUS0007352,2025-03-18,Mobile App,Converted,True,89993.51
CRS00013956,CMP0019,CUS0009820,2024-04-30,LINE OA,No Response,False,0.0
CRS00013957,CMP0002,CUS0009449,2026-03-21,LINE OA,Interested,False,0.0
CRS00013958,CMP0017,CUS0007098,2024-03-15,Branch,Not Interested,False,0.0
CRS00013959,CMP0021,CUS0001209,2025-02-15,SMS,Interested,False,0.0
CRS00013960,CMP0012,CUS0000710,2024-04-28,SMS,No Response,False,0.0
CRS00013961,CMP0025,CUS0002389,2024-11-02,Outbound Call,No Response,False,0.0
CRS00013962,CMP0008,CUS0001044,2024-05-12,SMS,Interested,False,0.0
CRS00013963,CMP0029,CUS0004929,2024-07-10,Branch,Interested,False,0.0
CRS00013964,CMP0028,CUS0008337,2025-05-02,SMS,No Response,False,0.0
CRS00013965,CMP0009,CUS0001753,2025-06-29,Branch,Not Interested,False,0.0
CRS00013966,CMP0006,CUS0006899,2024-03-25,Outbound Call,No Response,False,0.0
CRS00013967,CMP0013,CUS0009219,2024-11-16,Branch,Not Interested,False,0.0
CRS00013968,CMP0008,CUS0001735,2026-03-25,SMS,No Response,False,0.0
CRS00013969,CMP0006,CUS0009822,2024-01-25,LINE OA,Interested,False,0.0
CRS00013970,CMP0030,CUS0005342,2026-03-28,SMS,Not Interested,False,0.0
CRS00013971,CMP0028,CUS0009525,2025-12-15,Branch,No Response,False,0.0
CRS00013972,CMP0005,CUS0004373,2024-04-10,Outbound Call,No Response,False,0.0
CRS00013973,CMP0020,CUS0002578,2024-08-05,LINE OA,Converted,True,47483.07
CRS00013974,CMP0004,CUS0001423,2024-05-06,SMS,Not Interested,False,0.0
CRS00013975,CMP0012,CUS0000109,2024-12-22,Email,Opted Out,False,0.0
CRS00013976,CMP0003,CUS0003947,2024-03-27,SMS,Not Interested,False,0.0
CRS00013977,CMP0021,CUS0003881,2024-01-05,Mobile App,Not Interested,False,0.0
CRS00013978,CMP0008,CUS0007568,2025-08-24,Branch,Not Interested,False,0.0
CRS00013979,CMP0024,CUS0006927,2025-05-24,Mobile App,No Response,False,0.0
CRS00013980,CMP0010,CUS0006740,2024-04-14,Branch,Interested,False,0.0
CRS00013981,CMP0026,CUS0004502,2026-04-05,Outbound Call,Not Interested,False,0.0
CRS00013982,CMP0023,CUS0006037,2024-04-03,LINE OA,Converted,True,172540.11
CRS00013983,CMP0027,CUS0005564,2025-01-16,Mobile App,Interested,False,0.0
CRS00013984,CMP0017,CUS0008385,2025-04-16,LINE OA,Interested,False,0.0
CRS00013985,CMP0001,CUS0005724,2025-11-01,Outbound Call,Interested,False,0.0
CRS00013986,CMP0023,CUS0002262,2026-02-05,Email,No Response,False,0.0
CRS00013987,CMP0026,CUS0005373,2024-01-15,LINE OA,Opted Out,False,0.0
CRS00013988,CMP0017,CUS0008801,2024-02-21,SMS,Interested,False,0.0
CRS00013989,CMP0022,CUS0004015,2024-02-13,LINE OA,Not Interested,False,0.0
CRS00013990,CMP0027,CUS0008170,2025-02-11,Outbound Call,Converted,True,166945.15
CRS00013991,CMP0019,CUS0007046,2025-10-15,Mobile App,No Response,False,0.0
CRS00013992,CMP0002,CUS0000478,2024-11-01,LINE OA,No Response,False,0.0
CRS00013993,CMP0014,CUS0004575,2025-12-14,SMS,No Response,False,0.0
CRS00013994,CMP0022,CUS0008868,2024-06-17,Outbound Call,Not Interested,False,0.0
CRS00013995,CMP0021,CUS0006994,2025-06-11,Mobile App,Interested,False,0.0
CRS00013996,CMP0007,CUS0008223,2025-02-28,SMS,Interested,False,0.0
CRS00013997,CMP0013,CUS0004681,2024-09-03,Mobile App,No Response,False,0.0
CRS00013998,CMP0018,CUS0002330,2025-08-27,Branch,Not Interested,False,0.0
CRS00013999,CMP0019,CUS0007766,2024-02-07,SMS,Interested,False,0.0
CRS00014000,CMP0021,CUS0000564,2024-06-02,Branch,No Response,False,0.0
CRS00014001,CMP0002,CUS0000907,2024-02-14,Email,No Response,False,0.0
CRS00014002,CMP0017,CUS0002771,2025-08-16,Outbound Call,Not Interested,False,0.0
CRS00014003,CMP0010,CUS0001319,2025-03-25,SMS,Interested,False,0.0
CRS00014004,CMP0006,CUS0005019,2024-12-28,Mobile App,Converted,True,27737.93
CRS00014005,CMP0010,CUS0009607,2025-01-09,SMS,No Response,False,0.0
CRS00014006,CMP0006,CUS0002841,2024-01-26,Outbound Call,Interested,False,0.0
CRS00014007,CMP0025,CUS0001556,2025-05-17,SMS,No Response,False,0.0
CRS00014008,CMP0014,CUS0001876,2026-02-13,Email,No Response,False,0.0
CRS00014009,CMP0012,CUS0004911,2024-09-16,Mobile App,Not Interested,False,0.0
CRS00014010,CMP0014,CUS0007621,2025-05-05,Mobile App,No Response,False,0.0
CRS00014011,CMP0028,CUS0003350,2026-04-29,SMS,Converted,True,64513.86
CRS00014012,CMP0008,CUS0008334,2025-08-30,SMS,No Response,False,0.0
CRS00014013,CMP0015,CUS0007564,2025-07-19,Branch,No Response,False,0.0
CRS00014014,CMP0014,CUS0005980,2026-04-17,SMS,Interested,False,0.0
CRS00014015,CMP0001,CUS0002759,2025-05-14,Outbound Call,No Response,False,0.0
CRS00014016,CMP0020,CUS0006229,2024-11-25,Branch,Converted,True,15174.89
CRS00014017,CMP0003,CUS0002687,2025-03-01,Email,Opted Out,False,0.0
CRS00014018,CMP0026,CUS0003685,2024-09-05,Email,No Response,False,0.0
CRS00014019,CMP0024,CUS0000685,2025-10-30,Branch,Not Interested,False,0.0
CRS00014020,CMP0006,CUS0008566,2026-01-03,Branch,Converted,True,138132.74
CRS00014021,CMP0015,CUS0008101,2024-10-11,SMS,Not Interested,False,0.0
CRS00014022,CMP0004,CUS0002521,2024-09-15,Branch,Opted Out,False,0.0
CRS00014023,CMP0015,CUS0007528,2025-08-18,SMS,Opted Out,False,0.0
CRS00014024,CMP0028,CUS0005597,2025-12-15,Outbound Call,Not Interested,False,0.0
CRS00014025,CMP0028,CUS0008350,2024-12-31,SMS,Interested,False,0.0
CRS00014026,CMP0004,CUS0000211,2024-06-22,Branch,No Response,False,0.0
CRS00014027,CMP0014,CUS0001438,2024-05-26,Branch,No Response,False,0.0
CRS00014028,CMP0003,CUS0007795,2024-09-16,Outbound Call,Not Interested,False,0.0
CRS00014029,CMP0001,CUS0000057,2026-02-16,Email,Interested,False,0.0
CRS00014030,CMP0006,CUS0004262,2025-10-23,Branch,Not Interested,False,0.0
CRS00014031,CMP0014,CUS0001199,2025-03-18,Mobile App,Not Interested,False,0.0
CRS00014032,CMP0024,CUS0005167,2024-04-19,LINE OA,Interested,False,0.0
CRS00014033,CMP0004,CUS0000932,2026-03-21,Mobile App,Not Interested,False,0.0
CRS00014034,CMP0020,CUS0006689,2026-04-10,Outbound Call,Not Interested,False,0.0
CRS00014035,CMP0009,CUS0003184,2026-04-12,LINE OA,Opted Out,False,0.0
CRS00014036,CMP0016,CUS0004515,2024-08-16,LINE OA,No Response,False,0.0
CRS00014037,CMP0014,CUS0004281,2025-02-22,LINE OA,Interested,False,0.0
CRS00014038,CMP0010,CUS0009687,2025-08-16,LINE OA,No Response,False,0.0
CRS00014039,CMP0024,CUS0008151,2026-01-14,Branch,No Response,False,0.0
CRS00014040,CMP0020,CUS0007791,2026-03-03,Branch,Converted,True,62524.09
CRS00014041,CMP0002,CUS0001744,2025-10-17,SMS,Opted Out,False,0.0
CRS00014042,CMP0028,CUS0004147,2024-07-21,Outbound Call,No Response,False,0.0
CRS00014043,CMP0025,CUS0000387,2026-04-03,LINE OA,No Response,False,0.0
CRS00014044,CMP0002,CUS0006017,2025-06-27,Mobile App,No Response,False,0.0
CRS00014045,CMP0016,CUS0004058,2024-01-23,Outbound Call,Not Interested,False,0.0
