schedule_id,loan_id,installment_no,due_date,principal_due_thb,interest_due_thb,total_due_thb,paid
LRS00055699,LON0002432,19,2023-10-15,5886.63,2522.84,8409.47,True
LRS00055700,LON0002432,20,2023-11-14,5886.63,2522.84,8409.47,True
LRS00055701,LON0002432,21,2023-12-14,5886.63,2522.84,8409.47,True
LRS00055702,LON0002432,22,2024-01-13,5886.63,2522.84,8409.47,True
LRS00055703,LON0002432,23,2024-02-12,5886.63,2522.84,8409.47,True
LRS00055704,LON0002432,24,2024-03-13,5886.63,2522.84,8409.47,True
LRS00055705,LON0002433,1,2024-01-18,17294.89,7412.09,24706.98,True
LRS00055706,LON0002433,2,2024-02-17,17294.89,7412.09,24706.98,True
LRS00055707,LON0002433,3,2024-03-18,17294.89,7412.09,24706.98,True
LRS00055708,LON0002433,4,2024-04-17,17294.89,7412.09,24706.98,False
LRS00055709,LON0002433,5,2024-05-17,17294.89,7412.09,24706.98,True
LRS00055710,LON0002433,6,2024-06-16,17294.89,7412.09,24706.98,True
LRS00055711,LON0002433,7,2024-07-16,17294.89,7412.09,24706.98,True
LRS00055712,LON0002433,8,2024-08-15,17294.89,7412.09,24706.98,True
LRS00055713,LON0002433,9,2024-09-14,17294.89,7412.09,24706.98,True
LRS00055714,LON0002433,10,2024-10-14,17294.89,7412.09,24706.98,True
LRS00055715,LON0002433,11,2024-11-13,17294.89,7412.09,24706.98,True
LRS00055716,LON0002433,12,2024-12-13,17294.89,7412.09,24706.98,True
LRS00055717,LON0002433,13,2025-01-12,17294.89,7412.09,24706.98,True
LRS00055718,LON0002433,14,2025-02-11,17294.89,7412.09,24706.98,True
LRS00055719,LON0002433,15,2025-03-13,17294.89,7412.09,24706.98,True
LRS00055720,LON0002433,16,2025-04-12,17294.89,7412.09,24706.98,True
LRS00055721,LON0002433,17,2025-05-12,17294.89,7412.09,24706.98,True
LRS00055722,LON0002433,18,2025-06-11,17294.89,7412.09,24706.98,True
LRS00055723,LON0002433,19,2025-07-11,17294.89,7412.09,24706.98,True
LRS00055724,LON0002433,20,2025-08-10,17294.89,7412.09,24706.98,True
LRS00055725,LON0002433,21,2025-09-09,17294.89,7412.09,24706.98,False
LRS00055726,LON0002433,22,2025-10-09,17294.89,7412.09,24706.98,True
LRS00055727,LON0002433,23,2025-11-08,17294.89,7412.09,24706.98,True
LRS00055728,LON0002433,24,2025-12-08,17294.89,7412.09,24706.98,True
LRS00055729,LON0002434,1,2024-02-19,19469.8,8344.2,27814.0,True
LRS00055730,LON0002434,2,2024-03-20,19469.8,8344.2,27814.0,True
LRS00055731,LON0002434,3,2024-04-19,19469.8,8344.2,27814.0,True
LRS00055732,LON0002434,4,2024-05-19,19469.8,8344.2,27814.0,True
LRS00055733,LON0002434,5,2024-06-18,19469.8,8344.2,27814.0,True
LRS00055734,LON0002434,6,2024-07-18,19469.8,8344.2,27814.0,True
LRS00055735,LON0002434,7,2024-08-17,19469.8,8344.2,27814.0,True
LRS00055736,LON0002434,8,2024-09-16,19469.8,8344.2,27814.0,True
LRS00055737,LON0002434,9,2024-10-16,19469.8,8344.2,27814.0,True
LRS00055738,LON0002434,10,2024-11-15,19469.8,8344.2,27814.0,True
LRS00055739,LON0002434,11,2024-12-15,19469.8,8344.2,27814.0,True
LRS00055740,LON0002434,12,2025-01-14,19469.8,8344.2,27814.0,True
LRS00055741,LON0002434,13,2025-02-13,19469.8,8344.2,27814.0,True
LRS00055742,LON0002434,14,2025-03-15,19469.8,8344.2,27814.0,True
LRS00055743,LON0002434,15,2025-04-14,19469.8,8344.2,27814.0,True
LRS00055744,LON0002434,16,2025-05-14,19469.8,8344.2,27814.0,True
LRS00055745,LON0002434,17,2025-06-13,19469.8,8344.2,27814.0,True
LRS00055746,LON0002434,18,2025-07-13,19469.8,8344.2,27814.0,True
LRS00055747,LON0002434,19,2025-08-12,19469.8,8344.2,27814.0,True
LRS00055748,LON0002434,20,2025-09-11,19469.8,8344.2,27814.0,True
LRS00055749,LON0002434,21,2025-10-11,19469.8,8344.2,27814.0,True
LRS00055750,LON0002434,22,2025-11-10,19469.8,8344.2,27814.0,True
LRS00055751,LON0002434,23,2025-12-10,19469.8,8344.2,27814.0,True
LRS00055752,LON0002434,24,2026-01-09,19469.8,8344.2,27814.0,True
LRS00055753,LON0002435,1,2025-09-13,55351.65,23722.14,79073.79,True
LRS00055754,LON0002435,2,2025-10-13,55351.65,23722.14,79073.79,True
LRS00055755,LON0002435,3,2025-11-12,55351.65,23722.14,79073.79,True
LRS00055756,LON0002435,4,2025-12-12,55351.65,23722.14,79073.79,True
LRS00055757,LON0002435,5,2026-01-11,55351.65,23722.14,79073.79,True
LRS00055758,LON0002435,6,2026-02-10,55351.65,23722.14,79073.79,True
LRS00055759,LON0002435,7,2026-03-12,55351.65,23722.14,79073.79,True
LRS00055760,LON0002435,8,2026-04-11,55351.65,23722.14,79073.79,True
LRS00055761,LON0002435,9,2026-05-11,55351.65,23722.14,79073.79,False
LRS00055762,LON0002435,10,2026-06-10,55351.65,23722.14,79073.79,False
LRS00055763,LON0002435,11,2026-07-10,55351.65,23722.14,79073.79,False
LRS00055764,LON0002435,12,2026-08-09,55351.65,23722.14,79073.79,False
LRS00055765,LON0002436,1,2024-12-06,84741.59,36317.83,121059.42,False
LRS00055766,LON0002436,2,2025-01-05,84741.59,36317.83,121059.42,True
LRS00055767,LON0002436,3,2025-02-04,84741.59,36317.83,121059.42,True
LRS00055768,LON0002436,4,2025-03-06,84741.59,36317.83,121059.42,True
LRS00055769,LON0002436,5,2025-04-05,84741.59,36317.83,121059.42,True
LRS00055770,LON0002436,6,2025-05-05,84741.59,36317.83,121059.42,True
LRS00055771,LON0002436,7,2025-06-04,84741.59,36317.83,121059.42,True
LRS00055772,LON0002436,8,2025-07-04,84741.59,36317.83,121059.42,True
LRS00055773,LON0002436,9,2025-08-03,84741.59,36317.83,121059.42,True
LRS00055774,LON0002436,10,2025-09-02,84741.59,36317.83,121059.42,True
LRS00055775,LON0002436,11,2025-10-02,84741.59,36317.83,121059.42,True
LRS00055776,LON0002436,12,2025-11-01,84741.59,36317.83,121059.42,False
LRS00055777,LON0002436,13,2025-12-01,84741.59,36317.83,121059.42,True
LRS00055778,LON0002436,14,2025-12-31,84741.59,36317.83,121059.42,True
LRS00055779,LON0002436,15,2026-01-30,84741.59,36317.83,121059.42,True
LRS00055780,LON0002436,16,2026-03-01,84741.59,36317.83,121059.42,True
LRS00055781,LON0002436,17,2026-03-31,84741.59,36317.83,121059.42,True
LRS00055782,LON0002436,18,2026-04-30,84741.59,36317.83,121059.42,True
LRS00055783,LON0002436,19,2026-05-30,84741.59,36317.83,121059.42,False
LRS00055784,LON0002436,20,2026-06-29,84741.59,36317.83,121059.42,False
LRS00055785,LON0002436,21,2026-07-29,84741.59,36317.83,121059.42,False
LRS00055786,LON0002436,22,2026-08-28,84741.59,36317.83,121059.42,False
LRS00055787,LON0002436,23,2026-09-27,84741.59,36317.83,121059.42,False
LRS00055788,LON0002436,24,2026-10-27,84741.59,36317.83,121059.42,False
LRS00055789,LON0002437,1,2023-08-27,72205.18,30945.08,103150.26,True
LRS00055790,LON0002437,2,2023-09-26,72205.18,30945.08,103150.26,True
LRS00055791,LON0002437,3,2023-10-26,72205.18,30945.08,103150.26,True
LRS00055792,LON0002437,4,2023-11-25,72205.18,30945.08,103150.26,True
LRS00055793,LON0002437,5,2023-12-25,72205.18,30945.08,103150.26,True
LRS00055794,LON0002437,6,2024-01-24,72205.18,30945.08,103150.26,True
LRS00055795,LON0002437,7,2024-02-23,72205.18,30945.08,103150.26,True
LRS00055796,LON0002437,8,2024-03-24,72205.18,30945.08,103150.26,True
LRS00055797,LON0002437,9,2024-04-23,72205.18,30945.08,103150.26,True
LRS00055798,LON0002437,10,2024-05-23,72205.18,30945.08,103150.26,True
LRS00055799,LON0002437,11,2024-06-22,72205.18,30945.08,103150.26,True
LRS00055800,LON0002437,12,2024-07-22,72205.18,30945.08,103150.26,True
LRS00055801,LON0002437,13,2024-08-21,72205.18,30945.08,103150.26,True
LRS00055802,LON0002437,14,2024-09-20,72205.18,30945.08,103150.26,True
LRS00055803,LON0002437,15,2024-10-20,72205.18,30945.08,103150.26,True
LRS00055804,LON0002437,16,2024-11-19,72205.18,30945.08,103150.26,True
LRS00055805,LON0002437,17,2024-12-19,72205.18,30945.08,103150.26,True
LRS00055806,LON0002437,18,2025-01-18,72205.18,30945.08,103150.26,True
LRS00055807,LON0002437,19,2025-02-17,72205.18,30945.08,103150.26,True
LRS00055808,LON0002437,20,2025-03-19,72205.18,30945.08,103150.26,True
LRS00055809,LON0002437,21,2025-04-18,72205.18,30945.08,103150.26,True
LRS00055810,LON0002437,22,2025-05-18,72205.18,30945.08,103150.26,True
LRS00055811,LON0002437,23,2025-06-17,72205.18,30945.08,103150.26,True
LRS00055812,LON0002437,24,2025-07-17,72205.18,30945.08,103150.26,False
LRS00055813,LON0002438,1,2020-06-21,295179.49,126505.49,421684.98,True
LRS00055814,LON0002438,2,2020-07-21,295179.49,126505.49,421684.98,True
LRS00055815,LON0002438,3,2020-08-20,295179.49,126505.49,421684.98,True
LRS00055816,LON0002438,4,2020-09-19,295179.49,126505.49,421684.98,True
LRS00055817,LON0002438,5,2020-10-19,295179.49,126505.49,421684.98,True
LRS00055818,LON0002438,6,2020-11-18,295179.49,126505.49,421684.98,True
LRS00055819,LON0002438,7,2020-12-18,295179.49,126505.49,421684.98,True
LRS00055820,LON0002438,8,2021-01-17,295179.49,126505.49,421684.98,True
LRS00055821,LON0002438,9,2021-02-16,295179.49,126505.49,421684.98,True
LRS00055822,LON0002438,10,2021-03-18,295179.49,126505.49,421684.98,True
LRS00055823,LON0002438,11,2021-04-17,295179.49,126505.49,421684.98,True
LRS00055824,LON0002438,12,2021-05-17,295179.49,126505.49,421684.98,True
LRS00055825,LON0002439,1,2024-05-24,58910.48,25247.35,84157.83,True
LRS00055826,LON0002439,2,2024-06-23,58910.48,25247.35,84157.83,True
LRS00055827,LON0002439,3,2024-07-23,58910.48,25247.35,84157.83,True
LRS00055828,LON0002439,4,2024-08-22,58910.48,25247.35,84157.83,True
LRS00055829,LON0002439,5,2024-09-21,58910.48,25247.35,84157.83,False
LRS00055830,LON0002439,6,2024-10-21,58910.48,25247.35,84157.83,True
LRS00055831,LON0002439,7,2024-11-20,58910.48,25247.35,84157.83,True
LRS00055832,LON0002439,8,2024-12-20,58910.48,25247.35,84157.83,True
LRS00055833,LON0002439,9,2025-01-19,58910.48,25247.35,84157.83,True
LRS00055834,LON0002439,10,2025-02-18,58910.48,25247.35,84157.83,True
LRS00055835,LON0002439,11,2025-03-20,58910.48,25247.35,84157.83,True
LRS00055836,LON0002439,12,2025-04-19,58910.48,25247.35,84157.83,True
LRS00055837,LON0002439,13,2025-05-19,58910.48,25247.35,84157.83,True
LRS00055838,LON0002439,14,2025-06-18,58910.48,25247.35,84157.83,True
LRS00055839,LON0002439,15,2025-07-18,58910.48,25247.35,84157.83,True
LRS00055840,LON0002439,16,2025-08-17,58910.48,25247.35,84157.83,True
LRS00055841,LON0002439,17,2025-09-16,58910.48,25247.35,84157.83,True
LRS00055842,LON0002439,18,2025-10-16,58910.48,25247.35,84157.83,True
LRS00055843,LON0002439,19,2025-11-15,58910.48,25247.35,84157.83,True
LRS00055844,LON0002439,20,2025-12-15,58910.48,25247.35,84157.83,True
LRS00055845,LON0002439,21,2026-01-14,58910.48,25247.35,84157.83,True
LRS00055846,LON0002439,22,2026-02-13,58910.48,25247.35,84157.83,True
LRS00055847,LON0002439,23,2026-03-15,58910.48,25247.35,84157.83,True
LRS00055848,LON0002439,24,2026-04-14,58910.48,25247.35,84157.83,True
LRS00055849,LON0002440,1,2020-02-09,44496.49,19069.93,63566.42,True
LRS00055850,LON0002440,2,2020-03-10,44496.49,19069.93,63566.42,True
LRS00055851,LON0002440,3,2020-04-09,44496.49,19069.93,63566.42,True
LRS00055852,LON0002440,4,2020-05-09,44496.49,19069.93,63566.42,True
LRS00055853,LON0002440,5,2020-06-08,44496.49,19069.93,63566.42,True
LRS00055854,LON0002440,6,2020-07-08,44496.49,19069.93,63566.42,True
LRS00055855,LON0002440,7,2020-08-07,44496.49,19069.93,63566.42,True
LRS00055856,LON0002440,8,2020-09-06,44496.49,19069.93,63566.42,True
LRS00055857,LON0002440,9,2020-10-06,44496.49,19069.93,63566.42,True
LRS00055858,LON0002440,10,2020-11-05,44496.49,19069.93,63566.42,True
LRS00055859,LON0002440,11,2020-12-05,44496.49,19069.93,63566.42,True
LRS00055860,LON0002440,12,2021-01-04,44496.49,19069.93,63566.42,True
LRS00055861,LON0002440,13,2021-02-03,44496.49,19069.93,63566.42,True
LRS00055862,LON0002440,14,2021-03-05,44496.49,19069.93,63566.42,True
LRS00055863,LON0002440,15,2021-04-04,44496.49,19069.93,63566.42,True
LRS00055864,LON0002440,16,2021-05-04,44496.49,19069.93,63566.42,True
LRS00055865,LON0002440,17,2021-06-03,44496.49,19069.93,63566.42,True
LRS00055866,LON0002440,18,2021-07-03,44496.49,19069.93,63566.42,True
LRS00055867,LON0002440,19,2021-08-02,44496.49,19069.93,63566.42,True
LRS00055868,LON0002440,20,2021-09-01,44496.49,19069.93,63566.42,True
LRS00055869,LON0002440,21,2021-10-01,44496.49,19069.93,63566.42,True
LRS00055870,LON0002440,22,2021-10-31,44496.49,19069.93,63566.42,True
LRS00055871,LON0002440,23,2021-11-30,44496.49,19069.93,63566.42,True
LRS00055872,LON0002440,24,2021-12-30,44496.49,19069.93,63566.42,True
LRS00055873,LON0002441,1,2023-07-19,22954.6,9837.68,32792.28,True
LRS00055874,LON0002441,2,2023-08-18,22954.6,9837.68,32792.28,True
LRS00055875,LON0002441,3,2023-09-17,22954.6,9837.68,32792.28,True
LRS00055876,LON0002441,4,2023-10-17,22954.6,9837.68,32792.28,True
LRS00055877,LON0002441,5,2023-11-16,22954.6,9837.68,32792.28,True
LRS00055878,LON0002441,6,2023-12-16,22954.6,9837.68,32792.28,True
LRS00055879,LON0002441,7,2024-01-15,22954.6,9837.68,32792.28,True
LRS00055880,LON0002441,8,2024-02-14,22954.6,9837.68,32792.28,True
LRS00055881,LON0002441,9,2024-03-15,22954.6,9837.68,32792.28,True
LRS00055882,LON0002441,10,2024-04-14,22954.6,9837.68,32792.28,True
LRS00055883,LON0002441,11,2024-05-14,22954.6,9837.68,32792.28,True
LRS00055884,LON0002441,12,2024-06-13,22954.6,9837.68,32792.28,True
LRS00055885,LON0002441,13,2024-07-13,22954.6,9837.68,32792.28,True
LRS00055886,LON0002441,14,2024-08-12,22954.6,9837.68,32792.28,True
LRS00055887,LON0002441,15,2024-09-11,22954.6,9837.68,32792.28,True
LRS00055888,LON0002441,16,2024-10-11,22954.6,9837.68,32792.28,True
LRS00055889,LON0002441,17,2024-11-10,22954.6,9837.68,32792.28,True
LRS00055890,LON0002441,18,2024-12-10,22954.6,9837.68,32792.28,True
LRS00055891,LON0002441,19,2025-01-09,22954.6,9837.68,32792.28,False
LRS00055892,LON0002441,20,2025-02-08,22954.6,9837.68,32792.28,True
LRS00055893,LON0002441,21,2025-03-10,22954.6,9837.68,32792.28,True
LRS00055894,LON0002441,22,2025-04-09,22954.6,9837.68,32792.28,False
LRS00055895,LON0002441,23,2025-05-09,22954.6,9837.68,32792.28,True
LRS00055896,LON0002441,24,2025-06-08,22954.6,9837.68,32792.28,True
LRS00055897,LON0002442,1,2023-09-28,6331.43,2713.47,9044.9,True
LRS00055898,LON0002442,2,2023-10-28,6331.43,2713.47,9044.9,True
LRS00055899,LON0002442,3,2023-11-27,6331.43,2713.47,9044.9,True
LRS00055900,LON0002442,4,2023-12-27,6331.43,2713.47,9044.9,True
LRS00055901,LON0002442,5,2024-01-26,6331.43,2713.47,9044.9,True
LRS00055902,LON0002442,6,2024-02-25,6331.43,2713.47,9044.9,True
LRS00055903,LON0002442,7,2024-03-26,6331.43,2713.47,9044.9,True
LRS00055904,LON0002442,8,2024-04-25,6331.43,2713.47,9044.9,True
LRS00055905,LON0002442,9,2024-05-25,6331.43,2713.47,9044.9,True
LRS00055906,LON0002442,10,2024-06-24,6331.43,2713.47,9044.9,True
LRS00055907,LON0002442,11,2024-07-24,6331.43,2713.47,9044.9,True
LRS00055908,LON0002442,12,2024-08-23,6331.43,2713.47,9044.9,True
LRS00055909,LON0002442,13,2024-09-22,6331.43,2713.47,9044.9,True
LRS00055910,LON0002442,14,2024-10-22,6331.43,2713.47,9044.9,True
LRS00055911,LON0002442,15,2024-11-21,6331.43,2713.47,9044.9,False
LRS00055912,LON0002442,16,2024-12-21,6331.43,2713.47,9044.9,True
LRS00055913,LON0002442,17,2025-01-20,6331.43,2713.47,9044.9,True
LRS00055914,LON0002442,18,2025-02-19,6331.43,2713.47,9044.9,True
LRS00055915,LON0002442,19,2025-03-21,6331.43,2713.47,9044.9,True
LRS00055916,LON0002442,20,2025-04-20,6331.43,2713.47,9044.9,True
LRS00055917,LON0002442,21,2025-05-20,6331.43,2713.47,9044.9,False
LRS00055918,LON0002442,22,2025-06-19,6331.43,2713.47,9044.9,True
LRS00055919,LON0002442,23,2025-07-19,6331.43,2713.47,9044.9,True
LRS00055920,LON0002442,24,2025-08-18,6331.43,2713.47,9044.9,True
LRS00055921,LON0002443,1,2024-09-30,145365.88,62299.66,207665.54,True
LRS00055922,LON0002443,2,2024-10-30,145365.88,62299.66,207665.54,True
LRS00055923,LON0002443,3,2024-11-29,145365.88,62299.66,207665.54,True
LRS00055924,LON0002443,4,2024-12-29,145365.88,62299.66,207665.54,True
LRS00055925,LON0002443,5,2025-01-28,145365.88,62299.66,207665.54,True
LRS00055926,LON0002443,6,2025-02-27,145365.88,62299.66,207665.54,True
LRS00055927,LON0002443,7,2025-03-29,145365.88,62299.66,207665.54,True
LRS00055928,LON0002443,8,2025-04-28,145365.88,62299.66,207665.54,True
LRS00055929,LON0002443,9,2025-05-28,145365.88,62299.66,207665.54,True
LRS00055930,LON0002443,10,2025-06-27,145365.88,62299.66,207665.54,False
LRS00055931,LON0002443,11,2025-07-27,145365.88,62299.66,207665.54,True
LRS00055932,LON0002443,12,2025-08-26,145365.88,62299.66,207665.54,True
LRS00055933,LON0002443,13,2025-09-25,145365.88,62299.66,207665.54,True
LRS00055934,LON0002443,14,2025-10-25,145365.88,62299.66,207665.54,True
LRS00055935,LON0002443,15,2025-11-24,145365.88,62299.66,207665.54,True
LRS00055936,LON0002443,16,2025-12-24,145365.88,62299.66,207665.54,True
LRS00055937,LON0002443,17,2026-01-23,145365.88,62299.66,207665.54,True
LRS00055938,LON0002443,18,2026-02-22,145365.88,62299.66,207665.54,True
LRS00055939,LON0002443,19,2026-03-24,145365.88,62299.66,207665.54,True
LRS00055940,LON0002443,20,2026-04-23,145365.88,62299.66,207665.54,True
LRS00055941,LON0002443,21,2026-05-23,145365.88,62299.66,207665.54,False
LRS00055942,LON0002443,22,2026-06-22,145365.88,62299.66,207665.54,False
LRS00055943,LON0002443,23,2026-07-22,145365.88,62299.66,207665.54,False
LRS00055944,LON0002443,24,2026-08-21,145365.88,62299.66,207665.54,False
LRS00055945,LON0002444,1,2023-10-03,201683.44,86435.76,288119.2,True
LRS00055946,LON0002444,2,2023-11-02,201683.44,86435.76,288119.2,True
LRS00055947,LON0002444,3,2023-12-02,201683.44,86435.76,288119.2,True
LRS00055948,LON0002444,4,2024-01-01,201683.44,86435.76,288119.2,True
LRS00055949,LON0002444,5,2024-01-31,201683.44,86435.76,288119.2,True
LRS00055950,LON0002444,6,2024-03-01,201683.44,86435.76,288119.2,True
LRS00055951,LON0002444,7,2024-03-31,201683.44,86435.76,288119.2,True
LRS00055952,LON0002444,8,2024-04-30,201683.44,86435.76,288119.2,True
LRS00055953,LON0002444,9,2024-05-30,201683.44,86435.76,288119.2,True
LRS00055954,LON0002444,10,2024-06-29,201683.44,86435.76,288119.2,True
LRS00055955,LON0002444,11,2024-07-29,201683.44,86435.76,288119.2,True
LRS00055956,LON0002444,12,2024-08-28,201683.44,86435.76,288119.2,True
LRS00055957,LON0002444,13,2024-09-27,201683.44,86435.76,288119.2,True
LRS00055958,LON0002444,14,2024-10-27,201683.44,86435.76,288119.2,False
LRS00055959,LON0002444,15,2024-11-26,201683.44,86435.76,288119.2,True
LRS00055960,LON0002444,16,2024-12-26,201683.44,86435.76,288119.2,True
LRS00055961,LON0002444,17,2025-01-25,201683.44,86435.76,288119.2,True
LRS00055962,LON0002444,18,2025-02-24,201683.44,86435.76,288119.2,True
LRS00055963,LON0002444,19,2025-03-26,201683.44,86435.76,288119.2,True
LRS00055964,LON0002444,20,2025-04-25,201683.44,86435.76,288119.2,True
LRS00055965,LON0002444,21,2025-05-25,201683.44,86435.76,288119.2,True
LRS00055966,LON0002444,22,2025-06-24,201683.44,86435.76,288119.2,True
LRS00055967,LON0002444,23,2025-07-24,201683.44,86435.76,288119.2,True
LRS00055968,LON0002444,24,2025-08-23,201683.44,86435.76,288119.2,True
LRS00055969,LON0002445,1,2024-08-12,17196.56,7369.95,24566.51,True
LRS00055970,LON0002445,2,2024-09-11,17196.56,7369.95,24566.51,True
LRS00055971,LON0002445,3,2024-10-11,17196.56,7369.95,24566.51,True
LRS00055972,LON0002445,4,2024-11-10,17196.56,7369.95,24566.51,True
LRS00055973,LON0002445,5,2024-12-10,17196.56,7369.95,24566.51,True
LRS00055974,LON0002445,6,2025-01-09,17196.56,7369.95,24566.51,True
LRS00055975,LON0002445,7,2025-02-08,17196.56,7369.95,24566.51,True
LRS00055976,LON0002445,8,2025-03-10,17196.56,7369.95,24566.51,True
LRS00055977,LON0002445,9,2025-04-09,17196.56,7369.95,24566.51,True
LRS00055978,LON0002445,10,2025-05-09,17196.56,7369.95,24566.51,True
LRS00055979,LON0002445,11,2025-06-08,17196.56,7369.95,24566.51,True
LRS00055980,LON0002445,12,2025-07-08,17196.56,7369.95,24566.51,True
LRS00055981,LON0002445,13,2025-08-07,17196.56,7369.95,24566.51,True
LRS00055982,LON0002445,14,2025-09-06,17196.56,7369.95,24566.51,True
LRS00055983,LON0002445,15,2025-10-06,17196.56,7369.95,24566.51,True
LRS00055984,LON0002445,16,2025-11-05,17196.56,7369.95,24566.51,True
LRS00055985,LON0002445,17,2025-12-05,17196.56,7369.95,24566.51,True
LRS00055986,LON0002445,18,2026-01-04,17196.56,7369.95,24566.51,True
LRS00055987,LON0002445,19,2026-02-03,17196.56,7369.95,24566.51,True
LRS00055988,LON0002445,20,2026-03-05,17196.56,7369.95,24566.51,False
LRS00055989,LON0002445,21,2026-04-04,17196.56,7369.95,24566.51,True
LRS00055990,LON0002445,22,2026-05-04,17196.56,7369.95,24566.51,False
LRS00055991,LON0002445,23,2026-06-03,17196.56,7369.95,24566.51,False
LRS00055992,LON0002445,24,2026-07-03,17196.56,7369.95,24566.51,False
LRS00055993,LON0002446,1,2022-04-10,16685.54,7150.95,23836.49,True
LRS00055994,LON0002446,2,2022-05-10,16685.54,7150.95,23836.49,True
LRS00055995,LON0002446,3,2022-06-09,16685.54,7150.95,23836.49,False
LRS00055996,LON0002446,4,2022-07-09,16685.54,7150.95,23836.49,True
LRS00055997,LON0002446,5,2022-08-08,16685.54,7150.95,23836.49,True
LRS00055998,LON0002446,6,2022-09-07,16685.54,7150.95,23836.49,True
LRS00055999,LON0002446,7,2022-10-07,16685.54,7150.95,23836.49,True
LRS00056000,LON0002446,8,2022-11-06,16685.54,7150.95,23836.49,True
LRS00056001,LON0002446,9,2022-12-06,16685.54,7150.95,23836.49,True
LRS00056002,LON0002446,10,2023-01-05,16685.54,7150.95,23836.49,True
LRS00056003,LON0002446,11,2023-02-04,16685.54,7150.95,23836.49,True
LRS00056004,LON0002446,12,2023-03-06,16685.54,7150.95,23836.49,False
LRS00056005,LON0002446,13,2023-04-05,16685.54,7150.95,23836.49,True
LRS00056006,LON0002446,14,2023-05-05,16685.54,7150.95,23836.49,True
LRS00056007,LON0002446,15,2023-06-04,16685.54,7150.95,23836.49,True
LRS00056008,LON0002446,16,2023-07-04,16685.54,7150.95,23836.49,True
LRS00056009,LON0002446,17,2023-08-03,16685.54,7150.95,23836.49,True
LRS00056010,LON0002446,18,2023-09-02,16685.54,7150.95,23836.49,True
LRS00056011,LON0002446,19,2023-10-02,16685.54,7150.95,23836.49,True
LRS00056012,LON0002446,20,2023-11-01,16685.54,7150.95,23836.49,True
LRS00056013,LON0002446,21,2023-12-01,16685.54,7150.95,23836.49,True
LRS00056014,LON0002446,22,2023-12-31,16685.54,7150.95,23836.49,True
LRS00056015,LON0002446,23,2024-01-30,16685.54,7150.95,23836.49,True
LRS00056016,LON0002446,24,2024-02-29,16685.54,7150.95,23836.49,True
LRS00056017,LON0002447,1,2022-11-15,83756.46,35895.62,119652.08,True
LRS00056018,LON0002447,2,2022-12-15,83756.46,35895.62,119652.08,True
LRS00056019,LON0002447,3,2023-01-14,83756.46,35895.62,119652.08,True
LRS00056020,LON0002447,4,2023-02-13,83756.46,35895.62,119652.08,True
LRS00056021,LON0002447,5,2023-03-15,83756.46,35895.62,119652.08,True
LRS00056022,LON0002447,6,2023-04-14,83756.46,35895.62,119652.08,True
LRS00056023,LON0002447,7,2023-05-14,83756.46,35895.62,119652.08,True
LRS00056024,LON0002447,8,2023-06-13,83756.46,35895.62,119652.08,True
LRS00056025,LON0002447,9,2023-07-13,83756.46,35895.62,119652.08,True
LRS00056026,LON0002447,10,2023-08-12,83756.46,35895.62,119652.08,True
LRS00056027,LON0002447,11,2023-09-11,83756.46,35895.62,119652.08,True
LRS00056028,LON0002447,12,2023-10-11,83756.46,35895.62,119652.08,True
LRS00056029,LON0002447,13,2023-11-10,83756.46,35895.62,119652.08,True
LRS00056030,LON0002447,14,2023-12-10,83756.46,35895.62,119652.08,True
LRS00056031,LON0002447,15,2024-01-09,83756.46,35895.62,119652.08,True
LRS00056032,LON0002447,16,2024-02-08,83756.46,35895.62,119652.08,True
LRS00056033,LON0002447,17,2024-03-09,83756.46,35895.62,119652.08,True
LRS00056034,LON0002447,18,2024-04-08,83756.46,35895.62,119652.08,True
LRS00056035,LON0002447,19,2024-05-08,83756.46,35895.62,119652.08,True
LRS00056036,LON0002447,20,2024-06-07,83756.46,35895.62,119652.08,True
LRS00056037,LON0002447,21,2024-07-07,83756.46,35895.62,119652.08,True
LRS00056038,LON0002447,22,2024-08-06,83756.46,35895.62,119652.08,True
LRS00056039,LON0002447,23,2024-09-05,83756.46,35895.62,119652.08,True
LRS00056040,LON0002447,24,2024-10-05,83756.46,35895.62,119652.08,True
LRS00056041,LON0002448,1,2025-08-09,69115.47,29620.92,98736.39,True
LRS00056042,LON0002448,2,2025-09-08,69115.47,29620.92,98736.39,True
LRS00056043,LON0002448,3,2025-10-08,69115.47,29620.92,98736.39,True
LRS00056044,LON0002448,4,2025-11-07,69115.47,29620.92,98736.39,True
LRS00056045,LON0002448,5,2025-12-07,69115.47,29620.92,98736.39,True
LRS00056046,LON0002448,6,2026-01-06,69115.47,29620.92,98736.39,True
LRS00056047,LON0002448,7,2026-02-05,69115.47,29620.92,98736.39,True
LRS00056048,LON0002448,8,2026-03-07,69115.47,29620.92,98736.39,True
LRS00056049,LON0002448,9,2026-04-06,69115.47,29620.92,98736.39,True
LRS00056050,LON0002448,10,2026-05-06,69115.47,29620.92,98736.39,False
LRS00056051,LON0002448,11,2026-06-05,69115.47,29620.92,98736.39,False
LRS00056052,LON0002448,12,2026-07-05,69115.47,29620.92,98736.39,False
LRS00056053,LON0002448,13,2026-08-04,69115.47,29620.92,98736.39,False
LRS00056054,LON0002448,14,2026-09-03,69115.47,29620.92,98736.39,False
LRS00056055,LON0002448,15,2026-10-03,69115.47,29620.92,98736.39,False
