loan_id,customer_id,product_id,branch_id,principal_thb,interest_rate_pct,term_months,start_date,end_date,monthly_payment_thb,outstanding_balance_thb,status
LON0002132,CUS0004984,PRD-LN04,BR0003,6104381.28,4.96,12,2020-01-22,2021-01-16,522468.82,1761582.35,Current
LON0002133,CUS0003542,PRD-LN04,BR0024,6776564.3,6.5,12,2024-03-06,2025-03-01,584793.22,2247440.71,Current
LON0002134,CUS0003348,PRD-LN02,BR0026,778435.59,15.16,12,2024-12-23,2025-12-18,70319.07,323284.18,Current
LON0002135,CUS0009888,PRD-LN01,BR0050,1236903.71,15.89,48,2025-10-17,2029-09-26,34984.55,499983.0,Current
LON0002136,CUS0001983,PRD-LN04,BR0034,8084676.3,5.79,360,2023-08-12,2053-03-07,47385.61,2450775.39,Current
LON0002137,CUS0007810,PRD-LN04,BR0032,7323535.6,18.99,12,2024-08-31,2025-08-26,674877.03,2578555.31,Current
LON0002138,CUS0008635,PRD-LN04,BR0045,6177325.83,10.49,36,2025-04-29,2028-04-13,200749.06,4868895.78,Current
LON0002139,CUS0000760,PRD-LN04,BR0029,7528766.55,7.1,12,2023-09-09,2024-09-03,651786.8,2085678.48,Current
LON0002140,CUS0007320,PRD-LN02,BR0018,1308647.82,12.95,24,2020-06-24,2022-06-14,62184.77,1052017.68,Current
LON0002141,CUS0008491,PRD-LN01,BR0015,820693.22,10.36,360,2020-07-22,2050-02-15,7421.44,312313.28,Current
LON0002142,CUS0009610,PRD-LN01,BR0015,986358.73,17.47,60,2021-01-03,2025-12-08,24763.51,277825.96,Current
LON0002143,CUS0004918,PRD-LN02,BR0036,313259.28,17.81,12,2023-02-07,2024-02-02,28691.29,154728.6,Current
LON0002144,CUS0005024,PRD-LN01,BR0015,452088.27,3.51,360,2022-07-05,2052-01-29,2032.6,151544.01,Current
LON0002145,CUS0000124,PRD-LN02,BR0043,1567428.53,3.67,120,2024-01-25,2033-12-03,15624.79,224340.47,Current
LON0002146,CUS0009621,PRD-LN02,BR0013,2369328.87,20.22,180,2025-01-03,2039-10-17,41998.05,1764008.06,Current
LON0002147,CUS0007403,PRD-LN03,BR0002,11588063.46,17.02,240,2026-01-19,2045-10-06,170150.05,6707932.54,Current
LON0002148,CUS0000152,PRD-LN02,BR0016,863924.81,19.83,36,2022-01-29,2025-01-13,32031.76,134252.89,Current
LON0002149,CUS0009404,PRD-LN04,BR0034,9550117.7,9.52,180,2021-11-07,2036-08-20,99839.97,5777311.05,Current
LON0002150,CUS0007501,PRD-LN03,BR0023,2987875.48,15.84,24,2020-02-26,2022-02-15,146067.36,1159551.25,Late
LON0002151,CUS0002333,PRD-LN03,BR0004,12168435.77,12.13,60,2022-04-17,2027-03-22,271480.2,2730151.36,Current
LON0002152,CUS0006762,PRD-LN04,BR0042,8982163.32,18.91,120,2023-03-17,2033-01-23,167144.16,7552881.43,Closed
LON0002153,CUS0004415,PRD-LN02,BR0049,2411649.49,12.79,48,2021-02-03,2025-01-13,64447.44,2136672.03,Current
LON0002154,CUS0008754,PRD-LN01,BR0045,1065738.0,7.05,180,2024-12-07,2039-09-20,9608.97,928265.69,Current
LON0002155,CUS0006707,PRD-LN01,BR0016,1446399.58,5.55,48,2025-02-10,2029-01-20,33671.12,730994.78,Current
LON0002156,CUS0009110,PRD-LN04,BR0020,5448103.15,5.1,12,2021-12-02,2022-11-27,466648.1,4902875.96,Current
LON0002157,CUS0004408,PRD-LN01,BR0046,988068.12,11.89,12,2021-07-31,2022-07-26,87737.82,584183.35,Current
LON0002158,CUS0007801,PRD-LN04,BR0040,4912169.83,16.27,240,2021-09-17,2041-06-04,69337.81,1402805.13,Late
LON0002159,CUS0004173,PRD-LN01,BR0035,1022458.19,4.48,360,2022-06-04,2051-12-29,5168.5,528021.23,Current
LON0002160,CUS0008002,PRD-LN01,BR0024,161245.66,13.77,12,2024-02-18,2025-02-12,14460.34,18934.81,Closed
LON0002161,CUS0006156,PRD-LN04,BR0004,8006279.74,20.07,240,2024-07-01,2044-03-18,136452.69,4624738.9,Current
LON0002162,CUS0007621,PRD-LN02,BR0030,788927.23,18.41,48,2025-03-08,2029-02-15,23344.1,133577.0,Current
LON0002163,CUS0007076,PRD-LN03,BR0019,8944224.39,16.8,24,2020-07-30,2022-07-20,441363.65,5401904.96,Late
LON0002164,CUS0007614,PRD-LN01,BR0007,865380.35,6.67,120,2025-04-29,2035-03-08,9901.24,286129.6,Current
LON0002165,CUS0001782,PRD-LN01,BR0007,1007614.52,3.8,12,2026-01-20,2027-01-15,85706.23,497186.53,Late
LON0002166,CUS0000479,PRD-LN01,BR0003,1465025.84,21.03,36,2024-06-17,2027-06-02,55217.52,747592.92,Current
LON0002167,CUS0003317,PRD-LN01,BR0020,700133.85,6.33,48,2022-06-16,2026-05-26,16548.8,655718.71,Current
LON0002168,CUS0001128,PRD-LN03,BR0008,14780867.63,5.24,60,2025-11-09,2030-10-14,280561.35,3933387.21,Current
LON0002169,CUS0007271,PRD-LN04,BR0042,3321253.64,5.39,360,2020-10-10,2050-05-06,18629.14,1533173.3,Late
LON0002170,CUS0001864,PRD-LN03,BR0006,5257105.31,16.29,180,2023-02-27,2037-12-10,78276.7,4405792.01,Current
LON0002171,CUS0004258,PRD-LN01,BR0033,217791.38,14.67,60,2021-07-04,2026-06-08,5143.59,177390.58,Current
LON0002172,CUS0004866,PRD-LN03,BR0034,14716199.22,9.39,48,2023-03-24,2027-03-03,368944.53,12732237.11,Current
LON0002173,CUS0008133,PRD-LN01,BR0048,683974.49,5.83,180,2020-09-12,2035-06-26,5709.14,638468.16,Current
LON0002174,CUS0000545,PRD-LN03,BR0037,9034513.68,7.2,84,2021-07-08,2028-06-01,137240.01,5188428.34,Current
LON0002175,CUS0002690,PRD-LN04,BR0040,1451322.89,9.1,180,2026-03-17,2040-12-28,14806.74,616874.58,Current
LON0002176,CUS0001414,PRD-LN01,BR0023,612001.92,11.01,84,2025-10-05,2032-08-29,10482.18,395792.61,Late
LON0002177,CUS0002720,PRD-LN03,BR0003,2501540.49,7.02,24,2025-02-11,2027-02-01,112023.1,2251203.37,Current
LON0002178,CUS0002123,PRD-LN03,BR0024,4339688.35,20.4,84,2023-12-29,2030-11-22,97415.92,2603463.04,Current
LON0002179,CUS0000207,PRD-LN03,BR0035,10326863.71,19.63,360,2025-10-22,2055-05-18,169422.44,9201118.12,Current
LON0002180,CUS0001952,PRD-LN04,BR0037,6746855.5,3.68,240,2024-01-13,2043-09-30,39755.97,4393870.22,Late
LON0002181,CUS0000121,PRD-LN01,BR0005,1279106.09,18.12,360,2025-12-25,2055-07-21,19402.54,786352.81,Current
LON0002182,CUS0000055,PRD-LN02,BR0007,2457623.43,17.24,84,2024-08-31,2031-07-26,50564.97,2186610.08,Closed
LON0002183,CUS0006609,PRD-LN03,BR0010,9452290.75,11.31,240,2024-02-29,2043-11-16,99567.42,5165362.9,Current
LON0002184,CUS0008755,PRD-LN04,BR0036,6050706.42,15.69,84,2025-07-08,2032-06-01,119113.66,5885887.0,Current
LON0002185,CUS0006050,PRD-LN01,BR0010,307256.34,6.41,12,2022-12-04,2023-11-29,26502.39,292876.0,Current
LON0002186,CUS0008103,PRD-LN03,BR0031,4616519.45,14.95,12,2020-04-22,2021-04-17,416570.34,2010284.41,Late
LON0002187,CUS0008802,PRD-LN04,BR0028,4048739.95,20.73,24,2026-03-02,2028-02-20,207510.59,3769158.73,Current
LON0002188,CUS0000671,PRD-LN02,BR0017,1903258.97,9.53,12,2023-09-03,2024-08-28,166910.95,681112.82,Current
LON0002189,CUS0008638,PRD-LN01,BR0021,1358940.74,11.98,360,2024-10-13,2054-05-09,13957.32,1124060.97,Closed
LON0002190,CUS0007408,PRD-LN04,BR0011,2376632.33,20.68,360,2025-12-13,2055-07-09,41044.76,2000716.5,Current
LON0002191,CUS0001789,PRD-LN02,BR0040,1066474.75,11.66,360,2022-12-08,2052-07-03,10691.59,189418.74,Current
LON0002192,CUS0002246,PRD-LN01,BR0001,765194.4,3.99,360,2021-10-27,2051-05-23,3648.75,231672.99,Current
LON0002193,CUS0005023,PRD-LN02,BR0043,1302129.85,20.63,240,2021-03-22,2040-12-07,22766.52,1130686.4,Late
LON0002194,CUS0003255,PRD-LN01,BR0038,1322466.88,14.8,12,2023-09-04,2024-08-29,119238.86,812267.57,Late
LON0002195,CUS0001971,PRD-LN04,BR0037,8404519.25,12.81,24,2023-11-30,2025-11-19,398816.52,5165532.8,Current
LON0002196,CUS0004815,PRD-LN03,BR0036,12595970.67,6.28,36,2024-10-09,2027-09-24,384793.9,7234377.15,Late
LON0002197,CUS0002938,PRD-LN02,BR0008,1854751.71,16.34,60,2024-03-30,2029-03-04,45439.71,372899.98,Current
LON0002198,CUS0007867,PRD-LN02,BR0008,1586800.95,11.86,36,2021-07-18,2024-07-02,52598.46,609821.51,Current
LON0002199,CUS0002156,PRD-LN03,BR0018,6062632.52,4.4,48,2024-06-17,2028-05-27,137976.36,5401472.97,Current
LON0002200,CUS0001374,PRD-LN04,BR0029,2962404.75,20.35,240,2021-02-25,2040-11-12,51141.12,2923004.58,Current
LON0002201,CUS0000042,PRD-LN02,BR0048,2041342.07,4.49,24,2020-09-28,2022-09-18,89091.0,1777597.09,Current
LON0002202,CUS0002205,PRD-LN01,BR0040,828675.37,11.42,360,2023-03-28,2052-10-21,8155.76,576978.54,Closed
LON0002203,CUS0009551,PRD-LN01,BR0006,638117.5,4.76,48,2024-09-19,2028-08-29,14626.12,179740.11,Closed
LON0002204,CUS0002912,PRD-LN04,BR0010,6846762.6,14.81,240,2021-08-12,2041-04-29,89197.75,2321279.53,Current
LON0002205,CUS0001163,PRD-LN01,BR0047,697624.76,3.71,84,2025-01-18,2031-12-13,9442.85,375109.2,Current
LON0002206,CUS0007195,PRD-LN04,BR0005,8596336.55,12.45,24,2024-10-04,2026-09-24,406468.27,2155348.92,Current
LON0002207,CUS0005108,PRD-LN04,BR0036,9611578.4,21.6,240,2025-08-26,2045-05-13,175433.04,2160828.61,Closed
LON0002208,CUS0009744,PRD-LN04,BR0018,5104886.94,21.41,120,2021-03-08,2031-01-15,103473.41,3747150.13,Current
LON0002209,CUS0004404,PRD-LN01,BR0029,299446.85,4.3,240,2026-04-06,2045-12-22,1862.27,263691.84,Current
LON0002210,CUS0001364,PRD-LN02,BR0025,329835.58,7.85,24,2023-03-21,2025-03-10,14895.02,192939.21,Current
LON0002211,CUS0001439,PRD-LN01,BR0045,974239.82,3.54,180,2021-02-02,2035-11-16,6983.82,446633.37,Current
LON0002212,CUS0003366,PRD-LN03,BR0001,1043476.13,6.86,120,2022-10-29,2032-09-06,12040.49,727661.33,Late
LON0002213,CUS0009122,PRD-LN01,BR0010,1256321.49,13.01,120,2026-02-20,2035-12-30,18765.64,1109555.49,Current
LON0002214,CUS0003072,PRD-LN01,BR0003,545931.41,21.18,60,2022-02-27,2027-02-01,14824.61,392799.14,Current
LON0002215,CUS0004438,PRD-LN03,BR0005,4469110.79,8.02,60,2022-05-03,2027-04-07,90660.24,3031199.9,Current
LON0002216,CUS0008814,PRD-LN01,BR0006,322077.2,20.86,60,2023-11-14,2028-10-18,8687.92,181773.86,Closed
LON0002217,CUS0003634,PRD-LN02,BR0018,1791989.59,13.26,360,2021-11-16,2051-06-12,20187.8,434922.0,Late
LON0002218,CUS0006221,PRD-LN01,BR0041,968414.0,9.43,240,2021-11-29,2041-08-16,8982.67,801444.27,Current
LON0002219,CUS0002383,PRD-LN01,BR0005,338904.5,12.51,180,2025-04-23,2040-02-04,4179.28,267924.02,Closed
LON0002220,CUS0003440,PRD-LN03,BR0040,6623507.44,6.8,60,2022-04-18,2027-03-23,130529.29,5725732.49,Current
LON0002221,CUS0008737,PRD-LN02,BR0022,1998623.01,10.12,12,2025-06-04,2026-05-30,175822.28,1323004.36,Current
LON0002222,CUS0009851,PRD-LN01,BR0010,263822.32,7.18,36,2021-12-11,2024-11-25,8167.8,173346.91,Current
LON0002223,CUS0007892,PRD-LN03,BR0036,9461331.57,5.17,180,2023-04-20,2038-01-31,75660.14,3534765.61,Closed
LON0002224,CUS0005107,PRD-LN04,BR0047,9494556.9,3.75,12,2023-06-15,2024-06-09,807376.52,4182659.81,Current
LON0002225,CUS0000988,PRD-LN02,BR0035,1820233.81,18.89,60,2022-05-28,2027-05-02,47107.76,522943.68,Current
LON0002226,CUS0008328,PRD-LN03,BR0003,10862198.11,15.79,24,2025-11-23,2027-11-13,530757.74,7629939.46,Current
LON0002227,CUS0004381,PRD-LN01,BR0024,717320.64,10.54,48,2020-12-03,2024-11-12,18379.69,570544.2,Current
LON0002228,CUS0008788,PRD-LN02,BR0018,2298924.66,8.66,36,2021-09-21,2024-09-05,72741.95,930895.88,Current
LON0002229,CUS0006638,PRD-LN04,BR0019,8132829.38,14.19,180,2020-05-07,2035-02-18,109348.4,6450005.41,Closed
LON0002230,CUS0002743,PRD-LN03,BR0020,4151473.7,6.57,36,2023-03-01,2026-02-13,127370.84,537982.44,Current
LON0002231,CUS0006239,PRD-LN04,BR0036,1894608.76,13.99,120,2020-06-19,2030-04-28,29405.52,888138.07,Current
LON0002232,CUS0004758,PRD-LN02,BR0021,1839598.34,5.94,180,2024-05-09,2039-02-20,15464.01,820679.06,Late
LON0002233,CUS0004320,PRD-LN01,BR0019,833665.09,7.55,84,2024-04-28,2031-03-23,12807.57,87103.35,Current
LON0002234,CUS0004771,PRD-LN04,BR0041,3279891.85,15.39,36,2021-08-19,2024-08-03,114325.94,1079697.38,Current
LON0002235,CUS0003101,PRD-LN01,BR0046,850637.17,7.76,12,2021-10-28,2022-10-23,73901.23,802175.38,Current
LON0002236,CUS0008760,PRD-LN01,BR0042,720552.94,21.35,120,2023-03-28,2033-02-03,14576.03,363167.81,Current
LON0002237,CUS0005715,PRD-LN02,BR0010,2244816.32,15.01,12,2025-10-16,2026-10-11,202623.93,638663.42,Current
LON0002238,CUS0006078,PRD-LN02,BR0024,1385029.88,6.77,48,2023-03-31,2027-03-10,33018.67,609883.91,Current
LON0002239,CUS0006622,PRD-LN01,BR0034,879071.82,10.8,12,2022-07-03,2023-06-28,77611.84,392898.47,Current
LON0002240,CUS0007831,PRD-LN02,BR0050,1033144.07,8.28,240,2024-02-22,2043-11-09,8822.53,826616.0,Current
LON0002241,CUS0000147,PRD-LN01,BR0008,183967.19,19.8,12,2023-10-07,2024-10-01,17024.11,85825.08,Closed
LON0002242,CUS0000351,PRD-LN03,BR0003,10857236.6,9.27,240,2020-10-07,2040-06-24,99578.61,5043053.5,Current
LON0002243,CUS0002376,PRD-LN03,BR0017,6106505.94,15.2,36,2025-05-26,2028-05-10,212282.6,1928943.34,Current
LON0002244,CUS0008257,PRD-LN02,BR0045,537513.34,19.91,36,2023-09-26,2026-09-10,19951.28,464684.87,Current
LON0002245,CUS0003390,PRD-LN01,BR0040,1163400.37,15.63,120,2020-05-06,2030-03-15,19221.08,232991.54,Closed
LON0002246,CUS0006272,PRD-LN04,BR0030,9379928.9,19.2,84,2025-08-20,2032-07-14,203797.9,5961048.16,Current
LON0002247,CUS0008262,PRD-LN04,BR0005,849003.62,17.98,360,2022-02-15,2051-09-11,12781.35,359557.59,Current
LON0002248,CUS0001302,PRD-LN02,BR0024,2017272.37,13.24,60,2020-07-15,2025-06-19,46147.36,215164.17,Current
LON0002249,CUS0008448,PRD-LN03,BR0039,3593856.4,3.54,60,2024-07-24,2029-06-28,65442.92,1319424.93,Late
LON0002250,CUS0002231,PRD-LN02,BR0025,2307604.34,16.47,84,2025-03-01,2032-01-24,46453.65,547697.49,Current
LON0002251,CUS0005805,PRD-LN01,BR0014,582370.81,13.06,24,2021-06-02,2023-05-23,27703.39,102096.72,Current
LON0002252,CUS0001577,PRD-LN01,BR0002,1190911.58,21.78,180,2024-12-28,2039-10-11,22498.19,600300.33,Current
LON0002253,CUS0007213,PRD-LN03,BR0025,12387287.93,11.54,24,2020-03-18,2022-03-08,580455.22,3060554.95,Closed
LON0002254,CUS0009126,PRD-LN01,BR0007,1324343.33,9.16,120,2022-07-21,2032-05-29,16891.11,521144.78,Current
LON0002255,CUS0001726,PRD-LN02,BR0016,1052846.51,21.6,360,2022-01-16,2051-08-12,18982.08,945138.53,Current
LON0002256,CUS0006032,PRD-LN04,BR0037,804456.53,21.96,12,2024-07-18,2025-07-13,75277.12,513686.22,Current
LON0002257,CUS0006477,PRD-LN01,BR0034,1228416.73,13.32,24,2024-10-05,2026-09-25,58585.98,752880.1,Late
LON0002258,CUS0003903,PRD-LN04,BR0034,2250735.57,21.2,24,2020-10-11,2022-10-01,115876.73,271667.69,Current
LON0002259,CUS0000318,PRD-LN03,BR0017,9659472.73,14.44,360,2022-10-31,2052-05-26,117824.57,7525933.72,Current
LON0002260,CUS0005234,PRD-LN01,BR0028,730027.47,5.26,240,2022-03-17,2041-12-02,4923.33,380201.3,Late
LON0002261,CUS0007098,PRD-LN01,BR0035,505162.35,19.36,180,2022-07-12,2037-04-24,8634.23,134300.74,Current
LON0002262,CUS0006527,PRD-LN01,BR0030,1494907.78,8.25,48,2024-12-08,2028-11-17,36670.75,919026.21,Current
LON0002263,CUS0009316,PRD-LN02,BR0042,1783522.34,16.06,60,2025-01-06,2029-12-11,43428.68,1660339.59,Current
LON0002264,CUS0005307,PRD-LN03,BR0044,10462974.56,8.7,84,2025-12-26,2032-11-19,166750.98,1571330.78,Late
LON0002265,CUS0005120,PRD-LN04,BR0049,728812.35,11.45,60,2024-03-06,2029-02-08,16010.2,528787.55,Current
LON0002266,CUS0000966,PRD-LN04,BR0009,9152104.34,18.61,240,2020-06-12,2040-02-28,145556.26,2572505.81,Current
LON0002267,CUS0003609,PRD-LN04,BR0009,3789517.91,19.04,12,2026-04-19,2027-04-14,349301.35,2978715.45,Current
LON0002268,CUS0004889,PRD-LN01,BR0050,333678.45,11.6,12,2025-12-22,2026-12-17,29584.52,80871.44,Current
LON0002269,CUS0008358,PRD-LN01,BR0027,538244.98,19.92,48,2022-05-11,2026-04-20,16356.06,121494.75,Current
LON0002270,CUS0008613,PRD-LN02,BR0007,355260.15,13.21,240,2024-01-21,2043-10-08,4215.4,345188.97,Current
LON0002271,CUS0007542,PRD-LN02,BR0040,1610031.7,3.64,36,2021-10-31,2024-10-15,47277.15,1011991.61,Current
LON0002272,CUS0000124,PRD-LN04,BR0038,5673126.56,15.5,24,2023-11-09,2025-10-29,276420.5,4747460.71,Late
LON0002273,CUS0003878,PRD-LN01,BR0018,331336.0,9.48,12,2022-09-11,2023-09-06,29049.63,110080.19,Current
LON0002274,CUS0000419,PRD-LN04,BR0039,9437173.65,8.61,48,2020-09-26,2024-09-05,233100.73,8203169.63,Late
LON0002275,CUS0002971,PRD-LN02,BR0018,880951.15,9.39,60,2020-02-13,2025-01-17,18454.29,248124.05,Current
LON0002276,CUS0003169,PRD-LN04,BR0012,1254374.18,10.97,120,2021-01-19,2030-11-28,17257.71,627753.79,Current
LON0002277,CUS0009759,PRD-LN04,BR0001,932994.17,12.21,360,2022-05-31,2051-12-25,9747.98,383352.13,Current
LON0002278,CUS0005144,PRD-LN04,BR0006,2847493.06,16.97,60,2024-04-21,2029-03-26,70721.61,1927624.35,Current
LON0002279,CUS0007808,PRD-LN04,BR0044,3598204.64,7.3,48,2023-06-07,2027-05-17,86665.19,1581754.65,Current
LON0002280,CUS0003084,PRD-LN03,BR0033,6400783.28,14.91,180,2025-02-04,2039-11-18,89190.3,2067796.52,Current
LON0002281,CUS0004673,PRD-LN03,BR0035,9297700.84,5.3,360,2021-07-02,2051-01-26,51630.57,9061990.14,Closed
LON0002282,CUS0007327,PRD-LN04,BR0019,6860543.19,16.44,240,2024-07-03,2044-03-20,97719.49,1919339.75,Current
LON0002283,CUS0009325,PRD-LN03,BR0024,8090578.03,21.38,180,2025-10-24,2040-08-06,150409.74,4975669.03,Current
LON0002284,CUS0009803,PRD-LN02,BR0027,686474.7,17.43,24,2024-08-10,2026-07-31,34082.87,322439.15,Current
LON0002285,CUS0001554,PRD-LN02,BR0035,1615466.17,21.56,360,2026-03-20,2055-10-14,29072.34,907278.74,Current
LON0002286,CUS0002571,PRD-LN01,BR0039,1236442.73,18.06,180,2020-11-13,2035-08-27,19965.33,1219314.69,Current
LON0002287,CUS0005617,PRD-LN04,BR0046,5458040.27,19.4,120,2020-11-11,2030-09-20,103317.61,3501064.15,Current
LON0002288,CUS0006213,PRD-LN03,BR0037,8845597.12,6.38,12,2022-01-29,2023-01-24,762854.81,7345722.83,Current
LON0002289,CUS0008147,PRD-LN02,BR0029,1599599.56,20.82,180,2020-10-04,2035-07-18,29067.48,906452.58,Current
LON0002290,CUS0005797,PRD-LN01,BR0035,667091.42,6.81,120,2020-03-07,2030-01-14,7680.33,196145.4,Closed
LON0002291,CUS0003645,PRD-LN03,BR0005,3137821.84,9.81,60,2026-03-12,2031-02-14,66376.47,2719390.58,Current
LON0002292,CUS0007615,PRD-LN03,BR0009,4367562.22,4.94,180,2025-12-01,2040-09-13,34402.05,3493542.44,Current
LON0002293,CUS0000396,PRD-LN03,BR0046,14119410.56,8.3,48,2026-01-27,2030-01-06,346687.84,13156227.68,Current
LON0002294,CUS0009017,PRD-LN04,BR0050,7668905.11,7.47,36,2020-09-16,2023-09-01,238444.99,4669721.38,Current
LON0002295,CUS0001073,PRD-LN02,BR0015,1152637.33,16.0,36,2022-03-04,2025-02-16,40523.31,126221.58,Current
LON0002296,CUS0000169,PRD-LN02,BR0022,1491742.0,3.94,84,2021-01-20,2027-12-15,20349.16,595271.38,Current
LON0002297,CUS0005144,PRD-LN03,BR0002,6166152.8,8.93,24,2021-04-20,2023-04-10,281501.1,3730531.38,Current
LON0002298,CUS0000626,PRD-LN02,BR0005,1196613.66,4.59,120,2023-08-05,2033-06-13,12453.49,861249.02,Late
LON0002299,CUS0005927,PRD-LN03,BR0019,4672932.19,21.75,60,2022-11-29,2027-11-03,128397.96,3279482.23,Current
LON0002300,CUS0004555,PRD-LN02,BR0006,501069.49,15.36,84,2024-09-07,2031-08-02,9770.5,256199.07,Closed
LON0002301,CUS0000652,PRD-LN02,BR0040,1653226.57,6.56,24,2020-04-17,2022-04-07,73689.89,454965.73,Current
LON0002302,CUS0002947,PRD-LN04,BR0015,5552082.5,10.03,240,2025-09-24,2045-06-11,53689.2,5171691.83,Current
LON0002303,CUS0008709,PRD-LN03,BR0006,6185315.93,12.71,24,2023-11-25,2025-11-14,293219.37,5001742.89,Closed
LON0002304,CUS0003828,PRD-LN01,BR0003,863512.68,21.78,60,2020-06-30,2025-06-04,23741.39,307550.51,Current
LON0002305,CUS0003751,PRD-LN03,BR0050,7103085.98,13.19,48,2025-06-05,2029-05-15,191228.53,4966953.84,Current
LON0002306,CUS0007312,PRD-LN02,BR0046,740315.89,12.59,120,2025-05-15,2035-03-24,10875.41,197977.01,Current
LON0002307,CUS0005106,PRD-LN03,BR0030,1523022.35,15.79,360,2022-06-25,2052-01-19,20223.25,176146.63,Current
LON0002308,CUS0007882,PRD-LN03,BR0019,3431641.08,9.47,180,2024-05-01,2039-02-12,35771.95,2386474.9,Current
LON0002309,CUS0004236,PRD-LN03,BR0023,1021948.73,20.08,60,2020-06-05,2025-05-10,27120.9,308309.85,Current
LON0002310,CUS0004450,PRD-LN02,BR0009,1662047.92,7.99,360,2021-04-26,2050-11-20,12183.93,934040.13,Closed
LON0002311,CUS0009311,PRD-LN04,BR0045,6868789.93,16.63,24,2024-01-27,2026-01-16,338388.63,3093201.02,Current
LON0002312,CUS0000660,PRD-LN01,BR0008,689462.01,7.32,48,2023-10-31,2027-10-10,16612.58,641947.23,Current
LON0002313,CUS0006803,PRD-LN02,BR0045,2156654.91,21.52,360,2026-02-21,2055-09-17,38740.46,1490417.61,Current
LON0002314,CUS0003527,PRD-LN02,BR0016,1334170.3,15.65,120,2026-03-31,2036-02-07,22058.97,206330.95,Current
LON0002315,CUS0005008,PRD-LN01,BR0021,990660.16,7.64,84,2021-03-20,2028-02-12,15263.56,839523.54,Current
LON0002316,CUS0006560,PRD-LN03,BR0044,9947402.28,8.49,48,2021-04-20,2025-03-30,245139.63,2386421.16,Late
LON0002317,CUS0008546,PRD-LN01,BR0033,1060091.59,13.34,180,2022-02-19,2036-12-02,13650.76,1024480.8,Late
LON0002318,CUS0006092,PRD-LN03,BR0007,7801126.55,20.49,48,2022-01-23,2026-01-02,239432.5,7546314.53,Current
LON0002319,CUS0003803,PRD-LN01,BR0021,724007.7,5.48,240,2020-03-28,2039-12-14,4972.18,437414.04,Current
LON0002320,CUS0000409,PRD-LN04,BR0044,1468681.07,6.56,12,2025-03-25,2026-03-20,126782.48,1204778.67,Closed
LON0002321,CUS0008210,PRD-LN02,BR0030,939290.95,15.66,240,2024-11-13,2044-07-31,12828.94,138256.89,Current
LON0002322,CUS0000926,PRD-LN01,BR0050,498887.96,9.24,360,2023-04-01,2052-10-25,4100.61,402860.51,Current
LON0002323,CUS0000280,PRD-LN04,BR0039,3124157.26,17.14,240,2024-01-28,2043-10-15,46158.06,861422.84,Current
LON0002324,CUS0002914,PRD-LN04,BR0036,4737374.17,8.47,180,2024-06-12,2039-03-26,46567.53,4717103.16,Current
LON0002325,CUS0001695,PRD-LN02,BR0010,1041413.74,19.18,120,2024-05-31,2034-04-09,19562.99,111971.64,Closed
LON0002326,CUS0005312,PRD-LN01,BR0047,880450.45,9.71,36,2025-04-10,2028-03-25,28289.93,111389.22,Current
LON0002327,CUS0004400,PRD-LN04,BR0015,4900404.86,18.55,36,2025-11-06,2028-10-21,178516.36,1290343.74,Current
LON0002328,CUS0006778,PRD-LN03,BR0001,6820697.82,21.02,24,2025-07-06,2027-06-26,350553.0,2254647.6,Closed
LON0002329,CUS0007466,PRD-LN03,BR0030,11250695.79,6.37,12,2024-02-19,2025-02-13,970221.61,4904721.58,Current
LON0002330,CUS0002213,PRD-LN02,BR0049,1924946.93,8.82,36,2021-08-21,2024-08-05,61051.66,1907719.16,Current
LON0002331,CUS0003516,PRD-LN04,BR0021,4021364.76,15.38,84,2025-04-04,2032-02-27,78459.12,3727513.85,Late
LON0002332,CUS0000331,PRD-LN01,BR0003,1340410.86,15.28,360,2020-07-23,2050-02-16,17249.25,354844.21,Closed
LON0002333,CUS0003288,PRD-LN04,BR0030,8055854.98,20.52,60,2025-09-15,2030-08-20,215768.41,2772882.41,Current
LON0002334,CUS0004988,PRD-LN01,BR0025,253399.77,20.35,240,2024-04-09,2043-12-26,4374.54,81283.18,Current
LON0002335,CUS0000653,PRD-LN04,BR0002,7016810.17,7.86,24,2025-05-12,2027-05-02,316903.47,5463016.36,Current
LON0002336,CUS0006700,PRD-LN04,BR0034,7803642.25,8.68,120,2021-12-17,2031-10-26,97506.86,2592773.59,Current
LON0002337,CUS0000215,PRD-LN04,BR0045,1861501.48,15.85,240,2025-12-02,2045-08-19,25688.99,659116.79,Current
LON0002338,CUS0000742,PRD-LN03,BR0024,6172813.18,16.06,24,2020-08-13,2022-08-03,302417.13,4836004.99,Closed
LON0002339,CUS0001250,PRD-LN04,BR0012,4509504.31,12.39,60,2024-03-28,2029-03-02,101202.43,676962.3,Current
LON0002340,CUS0000689,PRD-LN03,BR0005,10932461.81,14.17,120,2020-02-12,2029-12-21,170863.68,6657013.32,Current
LON0002341,CUS0003923,PRD-LN01,BR0007,404261.22,18.21,240,2024-07-04,2044-03-21,6304.42,282289.48,Current
LON0002342,CUS0000507,PRD-LN03,BR0043,9228203.8,14.53,180,2026-01-06,2040-10-19,126199.09,4105252.4,Late
LON0002343,CUS0002717,PRD-LN04,BR0018,8550810.81,5.57,180,2024-01-17,2038-10-30,70185.29,3244587.18,Current
LON0002344,CUS0000783,PRD-LN02,BR0043,1393646.9,11.99,60,2026-02-17,2031-01-22,30993.86,724239.93,Current
