ticket_id,customer_id,assigned_employee_id,category,channel,priority,status,opened_at,closed_at,subject,csat_score
TCK0004194,CUS0008591,EMP00264,Statement request,LINE OA,Low,In Progress,2024-10-03T12:54:00,,[Statement request] ศาลากลางกรดไหลย้อนเฉยตะปูสนองยัน ,
TCK0004195,CUS0009076,EMP00209,ATM dispute,Call Center,Low,Resolved,2024-11-04T00:26:00,2024-11-08T07:26:00,[Loan inquiry] แหย่ริมกล้าชาวนาเจ็บไข้แลก ,4.0
TCK0004196,CUS0009712,EMP00437,Loan inquiry,Call Center,High,Resolved,2026-03-20T09:54:00,2026-03-27T02:54:00,[Branch service complaint] วัฒนธรรมโตยปี่แต่บูชา ,3.0
TCK0004197,CUS0008868,EMP00380,Loan inquiry,Mobile App,High,Closed,2025-05-23T21:28:00,2025-05-25T01:28:00,[Statement request] กรรมการซอยสดชื่นลูกตา ,2.0
TCK0004198,CUS0005010,EMP00303,PromptPay issue,Branch,Critical,Resolved,2024-01-30T15:45:00,2024-02-03T03:45:00,[Loan inquiry] คำถามเพลงไต้แถบเสรีนิยม ,5.0
TCK0004199,CUS0000854,EMP00241,Account closure,Branch,Medium,Resolved,2024-10-17T22:29:00,2024-10-19T04:29:00,[Fraud report] คำถามอายุกลสีแดงร่างกายผิด ,2.0
TCK0004200,CUS0009073,EMP00157,Card lost/stolen,Branch,Critical,Resolved,2025-01-28T13:56:00,2025-02-05T15:56:00,[Account closure] อิฐทอดมันมิตรสดชื่นคำถามเริ่มแม่ ,5.0
TCK0004201,CUS0007213,EMP00126,Card lost/stolen,LINE OA,High,Open,2026-02-27T01:27:00,,[Fee inquiry] ตำลึงได้แก่ครองเชื่อมซอยดู ,
TCK0004202,CUS0007540,EMP00269,PromptPay issue,Mobile App,Critical,Closed,2024-10-23T10:57:00,2024-10-26T02:57:00,[PromptPay issue] ทานอัศจรรย์เฟซบุ๊กอบอุ่น ,3.0
TCK0004203,CUS0005402,EMP00098,Fee inquiry,Branch,Critical,In Progress,2024-10-26T09:22:00,,[PromptPay issue] แท็บลอยด์สหภาพข้าวปากก้างยัน ,
TCK0004204,CUS0005927,EMP00047,Statement request,Branch,Low,Open,2025-11-13T14:02:00,,[Account closure] วังเป็นเศษอาหารน้ำหวาน ,
TCK0004205,CUS0003372,EMP00114,Card lost/stolen,Email,Low,Resolved,2025-09-22T00:20:00,2025-09-25T03:20:00,[Fraud report] ห้างร่มรื่นไชโยห้องเรียนเฟซบุ๊กปากเนื้อ ,2.0
TCK0004206,CUS0009256,EMP00274,Branch service complaint,LINE OA,High,Closed,2026-04-03T12:48:00,2026-04-09T10:48:00,[Account closure] พ่อหุ้มสลับเงาตีน ,4.0
TCK0004207,CUS0008529,EMP00390,Branch service complaint,Call Center,High,In Progress,2025-01-22T06:02:00,,[ATM dispute] พยาธิฟากเห็นถึง ,
TCK0004208,CUS0004636,EMP00034,Statement request,Call Center,Low,In Progress,2025-06-12T11:19:00,,[Loan inquiry] นั่งข้างปากเคารพ ,
TCK0004209,CUS0009608,EMP00163,Branch service complaint,Mobile App,Low,Open,2026-03-10T15:03:00,,[Branch service complaint] ทอดมันหล่นแก้รอ ,
TCK0004210,CUS0007435,EMP00043,PromptPay issue,Email,Medium,Resolved,2025-05-11T12:42:00,2025-05-17T12:42:00,[PromptPay issue] กูเกิลชนิดมอบผีกคนไข้ ,
TCK0004211,CUS0005744,EMP00324,Account closure,Branch,Medium,Closed,2024-01-27T05:45:00,2024-01-29T16:45:00,[Mobile banking issue] เสียบแถบแต่งริมถีบปกครอง ,5.0
TCK0004212,CUS0005733,EMP00138,Loan inquiry,Mobile App,Critical,Closed,2024-07-23T12:17:00,2024-07-30T19:17:00,[Loan inquiry] ข้างเพราะระเบียงโตสดทุกข์ทุกข์ ,
TCK0004213,CUS0007324,EMP00299,Statement request,Branch,Medium,Escalated,2025-10-05T21:52:00,,[Loan inquiry] โผล่ลงมือแก้อบอุ่น ,
TCK0004214,CUS0006258,EMP00427,Statement request,Call Center,Low,Escalated,2024-03-30T01:36:00,,[Statement request] แท็กซี่สมองสหกรณ์หน้ากากการ ,
TCK0004215,CUS0001820,EMP00205,Mobile banking issue,Call Center,High,Resolved,2025-09-29T15:47:00,2025-09-30T14:47:00,[Account closure] ข้างฝากอวัยวะแข็ง ,3.0
TCK0004216,CUS0006007,EMP00039,Mobile banking issue,LINE OA,High,Resolved,2024-01-15T23:22:00,2024-01-21T06:22:00,[Branch service complaint] ศาสตร์ข้าวคำสั่งสีเทากบทำสวน ,4.0
TCK0004217,CUS0000452,EMP00385,Loan inquiry,Mobile App,Low,Closed,2024-05-02T23:11:00,2024-05-09T23:11:00,[Account closure] กีฬาซ่อมเบิ่งโควิดแข่งขันกลางคืน ,2.0
TCK0004218,CUS0001976,EMP00324,Mobile banking issue,Call Center,High,Closed,2024-07-08T12:53:00,2024-07-16T05:53:00,[Mobile banking issue] อบอุ่นกิโลเมตรขุดเอิด ,3.0
TCK0004219,CUS0004501,EMP00393,Mobile banking issue,Call Center,Medium,Resolved,2026-01-31T09:20:00,2026-02-03T03:20:00,[Mobile banking issue] ด้ายสบายยันเฉยหรือแปรง ,3.0
TCK0004220,CUS0007206,EMP00161,Fee inquiry,LINE OA,High,In Progress,2024-05-26T02:24:00,,[Fraud report] ข้าวเจ้าทุ่มรอเยอะปูเอิดสถานี ,
TCK0004221,CUS0000321,EMP00130,Mobile banking issue,Email,High,Open,2025-01-13T20:54:00,,[Fraud report] เทเลแกรมกตัญญูไต้หวันหมัดเป้าเคย ,
TCK0004222,CUS0006744,EMP00011,Statement request,Email,Critical,Resolved,2025-10-30T18:30:00,2025-11-06T16:30:00,[PromptPay issue] หน้ากากบาดคมนาคมทวิตเตอร์หมัด ,
TCK0004223,CUS0005317,EMP00096,PromptPay issue,Call Center,Critical,Closed,2024-03-20T00:05:00,2024-03-21T19:05:00,[Statement request] กำไรรถทัวร์ตรวจก้างสถานี ,1.0
TCK0004224,CUS0008470,EMP00488,Fee inquiry,LINE OA,Low,Resolved,2026-02-25T17:24:00,2026-03-02T12:24:00,[Account closure] หมุนเตียนแจ่มใสร้อนเมล็ดอธิษฐาน ,1.0
TCK0004225,CUS0006051,EMP00006,Card lost/stolen,Call Center,Medium,Closed,2024-11-02T13:34:00,2024-11-06T23:34:00,[Mobile banking issue] สมาคมตะแกรงยันหลังคาดู ,2.0
TCK0004226,CUS0005077,EMP00488,PromptPay issue,Email,Medium,Resolved,2025-03-14T16:28:00,2025-03-21T22:28:00,[Fee inquiry] รังแกกะละมังปากลืมคาวได้แก่ผัก ,2.0
TCK0004227,CUS0009723,EMP00353,Account closure,LINE OA,Medium,Open,2025-11-27T01:02:00,,[ATM dispute] เริ่มกล่องสุดท้ายขี้ดิน ,
TCK0004228,CUS0000618,EMP00230,Card lost/stolen,LINE OA,High,In Progress,2025-02-08T21:05:00,,[Account closure] เยอะหน้ากากโง่แท็กซี่ ,
TCK0004229,CUS0003933,EMP00175,Mobile banking issue,Call Center,Critical,Resolved,2024-03-05T01:14:00,2024-03-06T08:14:00,[ATM dispute] สีเทาสดชื่นกำคนไข้อุปโภคผ่อแสง ,5.0
TCK0004230,CUS0006022,EMP00461,Loan inquiry,Call Center,Critical,Closed,2026-02-14T04:45:00,2026-02-14T12:45:00,[Loan inquiry] ลูกประพฤติแสง ,4.0
TCK0004231,CUS0007150,EMP00263,Statement request,LINE OA,Critical,Closed,2025-12-28T00:11:00,2026-01-01T17:11:00,[Loan inquiry] หรือถึงวิ่ง ,4.0
TCK0004232,CUS0007369,EMP00248,Branch service complaint,Mobile App,Medium,In Progress,2024-05-07T16:59:00,,[Mobile banking issue] ถางเสรีนิยมทด ,
TCK0004233,CUS0001092,EMP00327,Loan inquiry,Email,Critical,Resolved,2024-04-20T08:10:00,2024-04-25T02:10:00,[ATM dispute] นักเรียนหม้อโน่น ,2.0
TCK0004234,CUS0000827,EMP00227,Mobile banking issue,Call Center,Low,Escalated,2024-03-31T08:28:00,,[Statement request] เบียร์ใหม่สารวัตร ,
TCK0004235,CUS0002108,EMP00482,Statement request,Branch,Low,Open,2025-02-18T04:25:00,,[Statement request] ปกครองอาหารเทเลแกรมเริ่ม ,
TCK0004236,CUS0003557,EMP00442,Loan inquiry,Email,High,Resolved,2026-01-19T03:46:00,2026-01-23T15:46:00,[Account closure] ตัวเมียอัศจรรย์รถทัวร์อวัยวะกาม ,
TCK0004237,CUS0003076,EMP00358,Fee inquiry,Call Center,Medium,Escalated,2025-10-13T18:42:00,,[Account closure] กามครูเตาหมุนเคยตู้ ,
TCK0004238,CUS0005950,EMP00423,Branch service complaint,Branch,Medium,Resolved,2024-03-16T09:56:00,2024-03-19T23:56:00,[Fraud report] บอกสถานีหมีกว้าง ,
TCK0004239,CUS0007118,EMP00380,Branch service complaint,Mobile App,Critical,Resolved,2024-09-14T02:25:00,2024-09-23T02:25:00,[Branch service complaint] เคยกับสบายล่อ ,5.0
TCK0004240,CUS0007693,EMP00113,PromptPay issue,Mobile App,High,Closed,2024-11-04T04:40:00,2024-11-12T22:40:00,[PromptPay issue] น้ำหวานเช้างมเหตุศิษย์เคเอฟซีคะแนน ,4.0
TCK0004241,CUS0003018,EMP00283,Branch service complaint,Call Center,Medium,Closed,2025-01-27T01:25:00,2025-01-28T07:25:00,[Account closure] แต่งแผนที่ทวดเฟซบุ๊กตอใดเศรษฐกิจโควิด ,1.0
TCK0004242,CUS0006174,EMP00383,Mobile banking issue,Call Center,Medium,Closed,2025-07-08T14:23:00,2025-07-17T11:23:00,[Mobile banking issue] สีเทาสารวัตรแท็กซี่หอยศาสตร์เศษอาหารโก๋แก่โดย ,
TCK0004243,CUS0009260,EMP00111,Fee inquiry,Branch,Critical,Closed,2025-06-29T18:25:00,2025-07-08T16:25:00,[Branch service complaint] เขยื้อนโผล่กลางตะปูน้าโผล่แม่ ,3.0
TCK0004244,CUS0008807,EMP00308,ATM dispute,LINE OA,Medium,Resolved,2024-07-25T02:01:00,2024-07-31T18:01:00,[Branch service complaint] ใจสลับลูกชิ้นรู้จักด้าย ,2.0
TCK0004245,CUS0003631,EMP00481,Account closure,Branch,Critical,Escalated,2024-11-12T22:05:00,,[Loan inquiry] กระถางไอโอเอสกตัญญูงมฉีดถีบ ,
TCK0004246,CUS0003950,EMP00317,Fraud report,Mobile App,Critical,Resolved,2024-01-17T17:14:00,2024-01-18T07:14:00,[Branch service complaint] สนองย่อรัฐประหารรอ ,3.0
TCK0004247,CUS0005639,EMP00175,Account closure,Email,Low,Resolved,2025-12-27T16:05:00,2026-01-02T07:05:00,[Branch service complaint] โกงบัดนี้ริมเล่ม ,3.0
TCK0004248,CUS0009685,EMP00149,Fee inquiry,Mobile App,Critical,Closed,2025-06-02T11:18:00,2025-06-03T16:18:00,[Loan inquiry] สุดท้ายแมครถบัสรัฐบาล ,2.0
TCK0004249,CUS0006411,EMP00014,Fee inquiry,Mobile App,Critical,In Progress,2024-11-06T17:19:00,,[Mobile banking issue] ของหวานเสรีภาพอิสลามกบทุ่มขี้ดินรถถัง ,
TCK0004250,CUS0005386,EMP00490,ATM dispute,Mobile App,High,Resolved,2026-02-13T15:17:00,2026-02-15T03:17:00,[Branch service complaint] แข่งขันจ๋าวินโดวส์ ,
TCK0004251,CUS0002169,EMP00496,Fraud report,Branch,Critical,Resolved,2025-03-19T00:17:00,2025-03-21T15:17:00,[Mobile banking issue] ยึดสารวัตรสำหรับบัดนี้ ,
TCK0004252,CUS0003565,EMP00214,Card lost/stolen,LINE OA,Critical,Resolved,2025-02-28T07:20:00,2025-03-03T07:20:00,[Statement request] ทดพยาธิตำลึง ,2.0
TCK0004253,CUS0004396,EMP00472,Fee inquiry,Email,Critical,In Progress,2024-11-10T10:06:00,,[Statement request] โกงนุ่นศาสตร์เรื่อยสดรถบัสกิจกรรม ,
TCK0004254,CUS0005582,EMP00333,Fraud report,Branch,Critical,In Progress,2026-02-02T08:13:00,,[Loan inquiry] แปรงเงาหมัดผลิต ,
TCK0004255,CUS0005126,EMP00277,Account closure,Email,Medium,Resolved,2024-08-20T05:21:00,2024-08-26T17:21:00,[Mobile banking issue] ยีราฟหล่นเป้ารถบัสกระถางความ ,4.0
TCK0004256,CUS0005202,EMP00152,Card lost/stolen,LINE OA,Critical,Closed,2025-03-23T21:39:00,2025-03-29T01:39:00,[Fraud report] อ่อนหวานบริษัทอวัยวะสม่ำเสมอคลาน ,
TCK0004257,CUS0001127,EMP00465,ATM dispute,Call Center,Medium,Closed,2025-11-02T17:11:00,2025-11-10T11:11:00,[Account closure] เขยื้อนขี้ดินเฟซบุ๊กเข้ารหัสกูริมกูเกิล ,2.0
TCK0004258,CUS0002433,EMP00377,Fee inquiry,LINE OA,Low,Open,2025-08-12T08:55:00,,[ATM dispute] ทรัพย์สินกตัญญูร่างกายสหกรณ์พนมมือ ,
TCK0004259,CUS0002068,EMP00071,PromptPay issue,Email,Critical,Resolved,2025-11-07T07:17:00,2025-11-14T23:17:00,[PromptPay issue] ผสมกิ่งไม้เชื่อมหลังคาฤดูน้าคั่วผีก ,
TCK0004260,CUS0009612,EMP00031,Statement request,LINE OA,High,In Progress,2024-05-15T06:54:00,,[Statement request] เศษอาหารโควิดเครื่องบินชุมนุมแก้ ,
TCK0004261,CUS0008961,EMP00007,Fraud report,LINE OA,Low,Closed,2024-04-22T01:26:00,2024-05-01T21:26:00,[Loan inquiry] กิโลเมตรไข่ผลัดตรวจร่างซ่อน ,3.0
TCK0004262,CUS0005048,EMP00300,Fraud report,LINE OA,Medium,Resolved,2026-04-05T18:22:00,2026-04-09T06:22:00,[Card lost/stolen] พนมมือบูดกระถางร่มรื่นเพียง ,5.0
TCK0004263,CUS0004031,EMP00072,Statement request,Call Center,High,Resolved,2024-08-11T14:57:00,2024-08-15T19:57:00,[Fee inquiry] ซี่หมอกธนาคารแผนที่สดชื่นขันน้ำ ,2.0
TCK0004264,CUS0004091,EMP00408,Branch service complaint,Email,Medium,Resolved,2026-04-10T04:21:00,2026-04-14T19:21:00,[Loan inquiry] ชาวบูชาใน ,
TCK0004265,CUS0000757,EMP00153,Statement request,Mobile App,Low,Closed,2024-08-14T09:02:00,2024-08-15T00:02:00,[Card lost/stolen] ใจแคะหน้าต่างแหย่ ,
TCK0004266,CUS0005792,EMP00177,Fraud report,Email,High,Resolved,2025-09-03T03:07:00,2025-09-10T12:07:00,[Fee inquiry] สม่ำเสมอธนาคารคบแม่ย่อกิโลเมตรกำ ,2.0
TCK0004267,CUS0007640,EMP00248,Loan inquiry,Email,Low,Closed,2026-04-23T09:27:00,2026-04-29T00:27:00,[Loan inquiry] ปูอวัยวะรัฐประหารครูเป็นงมกลาง ,5.0
TCK0004268,CUS0005839,EMP00479,Branch service complaint,Call Center,High,Resolved,2024-03-15T19:52:00,2024-03-25T17:52:00,[PromptPay issue] ไต้เชื่อตรวจฟากแสงดอกไม้เงา ,2.0
TCK0004269,CUS0007782,EMP00114,Fee inquiry,LINE OA,Critical,Resolved,2025-12-04T18:57:00,2025-12-13T18:57:00,[Fraud report] ไหนเจ็บไข้กตัญญูสหกรณ์รถถังปีทหาร ,5.0
TCK0004270,CUS0003490,EMP00285,ATM dispute,LINE OA,Medium,Resolved,2025-07-07T13:49:00,2025-07-15T11:49:00,[Card lost/stolen] และคำสั่งบอกใบ้ผู้ร้ายฤดูสาธารณรัฐดึก ,
TCK0004271,CUS0007997,EMP00013,Card lost/stolen,Email,High,Open,2024-09-25T00:06:00,,[PromptPay issue] กำไรชุมนุมห่มผ้าคมนาคมบาดหาบ ,
TCK0004272,CUS0003466,EMP00390,Card lost/stolen,Mobile App,Critical,Open,2024-08-31T05:55:00,,[Fraud report] ขัดอิฐด้วยได้แก่โกงร่างกายห่มผ้าขี่ ,
TCK0004273,CUS0007315,EMP00422,Statement request,Branch,Low,Closed,2025-07-17T07:52:00,2025-07-20T16:52:00,[Branch service complaint] แปรงร่างเคเอฟซีเฟซบุ๊กเข้ารหัสมัสยิด ,1.0
TCK0004274,CUS0002764,EMP00480,Fee inquiry,LINE OA,Medium,Open,2024-12-15T18:34:00,,[Statement request] วิ่งเชื้อโรคฝากกะเพราและเคเอฟซีตีนยูทูบ ,
TCK0004275,CUS0003409,EMP00027,Branch service complaint,LINE OA,Medium,Closed,2025-09-17T21:03:00,2025-09-19T04:03:00,[Mobile banking issue] หน้าต่างเลือกพักผ่อนหอยแก้วเฟซบุ๊ก ,
TCK0004276,CUS0009654,EMP00394,Fraud report,Branch,Medium,Open,2024-04-03T18:44:00,,[PromptPay issue] ค่อยอาสากว้างง่วงแคะบาดผลน้ำเย็น ,
TCK0004277,CUS0002301,EMP00420,Account closure,Email,High,Closed,2025-08-10T23:57:00,2025-08-12T03:57:00,[Fraud report] จ๋าโง่ขี้ไคลห่อข้าวคาวกะเพราจะไปพั่ง ,2.0
TCK0004278,CUS0004743,EMP00333,PromptPay issue,Mobile App,High,Resolved,2025-01-18T18:11:00,2025-01-21T10:11:00,[Statement request] เบียร์ดองแถบคนไข้ ,1.0
TCK0004279,CUS0008542,EMP00494,Mobile banking issue,Call Center,High,Closed,2025-11-28T12:14:00,2025-12-03T18:14:00,[Fee inquiry] กิจกรรมฟากรากแอนดรอยด์ ,5.0
TCK0004280,CUS0007970,EMP00472,Card lost/stolen,Email,Critical,Resolved,2026-03-02T16:06:00,2026-03-08T11:06:00,[Loan inquiry] หลังคาเข้ารหัสต้นเลือกหอยฟากแก้วผัก ,3.0
TCK0004281,CUS0009964,EMP00186,Statement request,Mobile App,Critical,Resolved,2024-03-23T14:38:00,2024-03-24T04:38:00,[Fee inquiry] หึงสากำข้าวเจ้าหน้ากาก ,3.0
TCK0004282,CUS0004369,EMP00160,Card lost/stolen,Branch,Critical,Closed,2024-04-14T05:26:00,2024-04-19T13:26:00,[PromptPay issue] ผู้ร้ายซี่นักเรียนร้อนด้ายเขยื้อนหาย ,5.0
TCK0004283,CUS0009724,EMP00008,Account closure,Email,High,In Progress,2024-12-10T02:13:00,,[ATM dispute] ตลอดประสบการณ์คมนาคมแปรงตำลึงบาดเพลง ,
TCK0004284,CUS0000159,EMP00257,Mobile banking issue,Branch,High,Resolved,2025-03-31T09:00:00,2025-04-01T06:00:00,[Statement request] วิกิพีเดียเศษอาหารย้ำแปรงง่วงสหภาพ ,1.0
TCK0004285,CUS0003151,EMP00434,PromptPay issue,Call Center,Critical,Closed,2025-04-17T00:27:00,2025-04-26T23:27:00,[Fee inquiry] หมดในคมนาคมดูไต้ ,1.0
TCK0004286,CUS0006806,EMP00274,Fee inquiry,Call Center,Low,Resolved,2024-12-22T10:29:00,2024-12-25T06:29:00,[Fee inquiry] กลสุขภาพตีนเรียงแต่งขันน้ำประสบการณ์ที่ ,3.0
TCK0004287,CUS0009830,EMP00453,Fraud report,Mobile App,Low,Resolved,2024-09-07T19:54:00,2024-09-14T10:54:00,[Branch service complaint] แตะกำทำสวนเยาวชนยีราฟคู่เสรีภาพดอง ,4.0
TCK0004288,CUS0004403,EMP00014,Statement request,Branch,Low,Closed,2025-09-28T18:45:00,2025-09-29T13:45:00,[Loan inquiry] ฟากอุปโภคสดชื่นสุดท้าย ,4.0
TCK0004289,CUS0009698,EMP00328,ATM dispute,Email,Low,Resolved,2024-05-13T21:46:00,2024-05-19T13:46:00,[Statement request] ประชาธิปไตยเอิดวิกิพีเดียต่ออิสลามได้แก่ ,3.0
TCK0004290,CUS0000655,EMP00132,ATM dispute,LINE OA,High,Closed,2024-10-15T13:25:00,2024-10-18T23:25:00,[Statement request] ทำสวนกระถางคอมมิวนิสต์ ,
TCK0004291,CUS0002260,EMP00108,Card lost/stolen,Branch,Low,Resolved,2026-01-05T15:52:00,2026-01-07T15:52:00,[Fraud report] วิ่งข้างดีคอมมิวนิสต์ ,1.0
TCK0004292,CUS0001216,EMP00196,Fee inquiry,Email,Medium,Closed,2024-01-21T12:29:00,2024-01-22T22:29:00,[Card lost/stolen] ไต้หวันเขยื้อนปีด้ายกีฬา ,2.0
TCK0004293,CUS0006283,EMP00202,Loan inquiry,Branch,Critical,Closed,2025-08-05T10:43:00,2025-08-09T06:43:00,[ATM dispute] เย็บข้างสนองโตบริษัท ,1.0
TCK0004294,CUS0004482,EMP00209,Branch service complaint,Mobile App,Critical,Open,2026-01-30T23:35:00,,[Account closure] เกาหลีแถบกระจายยันเป้า ,
TCK0004295,CUS0003931,EMP00254,ATM dispute,Email,Medium,Resolved,2024-09-14T15:57:00,2024-09-19T05:57:00,[Branch service complaint] ถางน้ำเย็นอาสา ,3.0
TCK0004296,CUS0001797,EMP00436,Loan inquiry,LINE OA,Low,Closed,2024-02-05T02:30:00,2024-02-09T17:30:00,[Fraud report] ชุดนอนกิโลเมตรแต่หมดโดย ,1.0
TCK0004297,CUS0000616,EMP00321,Mobile banking issue,Mobile App,Medium,Resolved,2024-09-17T18:25:00,2024-09-24T14:25:00,[Loan inquiry] บัดนี้สมองเลือกยูทูบ ,5.0
TCK0004298,CUS0008325,EMP00310,Fraud report,Branch,Medium,Resolved,2024-12-28T05:45:00,2024-12-31T06:45:00,[Loan inquiry] ชุดนอนกล่องทวดในชูผลิต ,2.0
TCK0004299,CUS0003966,EMP00285,Loan inquiry,Branch,Low,Resolved,2026-03-28T19:28:00,2026-03-31T23:28:00,[Mobile banking issue] รู้จักหมัดเยอะเรื่อยนิ่ม ,4.0
TCK0004300,CUS0005976,EMP00031,ATM dispute,Mobile App,High,Resolved,2024-10-18T20:46:00,2024-10-26T12:46:00,[PromptPay issue] ข้าวเตาดูจ๋า ,2.0
TCK0004301,CUS0003983,EMP00021,Branch service complaint,LINE OA,Critical,Closed,2025-02-08T06:56:00,2025-02-15T02:56:00,[Account closure] ช้างมเงาทุ่ม ,4.0
TCK0004302,CUS0007042,EMP00158,Card lost/stolen,Mobile App,Medium,Resolved,2024-04-14T08:05:00,2024-04-24T03:05:00,[Account closure] ขาดเคิ่งตีนเพลงเผื่อบริโภค ,
TCK0004303,CUS0002002,EMP00123,Branch service complaint,Email,Low,Resolved,2025-01-02T05:54:00,2025-01-07T19:54:00,[Mobile banking issue] มิตรบันไดเตากรรมการโง่แกะ ,1.0
TCK0004304,CUS0001960,EMP00169,Account closure,Email,Low,In Progress,2025-05-04T23:09:00,,[Statement request] หาม้ายย่อใบไม้ด้วยกตัญญูแก้วตู่ ,
TCK0004305,CUS0000371,EMP00223,Fee inquiry,Mobile App,Medium,Resolved,2024-11-15T21:48:00,2024-11-16T19:48:00,[Account closure] สำนักงานเตียนยาจะไปพั่งเพียงสบายทด ,1.0
TCK0004306,CUS0006095,EMP00102,Mobile banking issue,Email,High,Closed,2024-11-06T06:25:00,2024-11-11T22:25:00,[Mobile banking issue] เผื่อก้างตื่นกะละมัง ,4.0
TCK0004307,CUS0005300,EMP00278,ATM dispute,Email,Medium,Open,2024-05-23T10:46:00,,[Card lost/stolen] พิพักพิพ่วนชะนีบันไดห้างกินอุปโภคลืมคาว ,
TCK0004308,CUS0003237,EMP00334,Fraud report,Call Center,Medium,Open,2026-04-17T11:06:00,,[ATM dispute] ขาดเคิ่งเผื่อสุดท้ายหมัดกิจกรรมเศรษฐกิจ ,
TCK0004309,CUS0008159,EMP00286,Fraud report,Mobile App,Critical,Resolved,2025-04-02T04:55:00,2025-04-07T09:55:00,[Mobile banking issue] ริมกรดไหลย้อนโตทวดวัง ,4.0
TCK0004310,CUS0000860,EMP00109,Account closure,LINE OA,Critical,Resolved,2026-03-27T07:05:00,2026-04-01T18:05:00,[Branch service complaint] อาสาถีบโน่นผลัดสนองศาลากลางสีเทาเทเลแกรม ,5.0
TCK0004311,CUS0002840,EMP00197,Loan inquiry,LINE OA,Medium,Resolved,2026-03-19T05:26:00,2026-03-21T04:26:00,[Card lost/stolen] ลูกชิ้นไอโอเอสติดคอกประพฤติไข่ ,5.0
TCK0004312,CUS0001366,EMP00162,Statement request,Email,Critical,Resolved,2026-02-02T21:38:00,2026-02-03T09:38:00,[ATM dispute] ยูทูบแจ่มใสเมตตาทุ่มแจ่มใสพ่อ ,4.0
TCK0004313,CUS0006571,EMP00330,Card lost/stolen,Email,Low,Resolved,2024-06-17T17:43:00,2024-06-19T22:43:00,[Fraud report] สำหรับกูอายุเย็นเตียนประชาธิปไตยใน ,1.0
TCK0004314,CUS0006564,EMP00408,Mobile banking issue,Call Center,Medium,Resolved,2024-08-20T21:03:00,2024-08-22T05:03:00,[Branch service complaint] ร่มรื่นบอกไค้หันข้างแรงงานข้าวดอง ,3.0
TCK0004315,CUS0005551,EMP00129,ATM dispute,Branch,Medium,Closed,2025-06-05T03:49:00,2025-06-13T00:49:00,[ATM dispute] ผีกสม่ำเสมอข้าวเจ้าสมาคมแกะ ,1.0
TCK0004316,CUS0000300,EMP00237,Card lost/stolen,Branch,Medium,Resolved,2026-02-03T15:49:00,2026-02-05T14:49:00,[Loan inquiry] ห่วงใยดำเล่มถางวินโดวส์ ,
TCK0004317,CUS0005260,EMP00448,Account closure,Email,Critical,Open,2024-10-19T06:53:00,,[Mobile banking issue] เป็นนุ่นร้อนเพียงล่อ ,
TCK0004318,CUS0005926,EMP00346,Mobile banking issue,Branch,Critical,Resolved,2024-11-06T00:17:00,2024-11-13T09:17:00,[ATM dispute] อินเทอร์เน็ตกะละมังหน้าที่แอนดรอยด์คอมมิวนิสต์ ,4.0
TCK0004319,CUS0007336,EMP00092,Statement request,Call Center,Medium,Resolved,2026-03-18T23:39:00,2026-03-23T10:39:00,[Branch service complaint] แสงไข่รอสนองลูกตาพักผ่อนพิพักพิพ่วนแรงงาน ,
TCK0004320,CUS0000364,EMP00356,Card lost/stolen,Email,Low,Closed,2025-10-25T07:43:00,2025-10-26T22:43:00,[ATM dispute] กล่องร่มรื่นทานรัฐประหารคำถามเยอะ ,1.0
TCK0004321,CUS0000980,EMP00485,ATM dispute,Mobile App,High,Resolved,2025-12-06T22:17:00,2025-12-08T03:17:00,[ATM dispute] ยูทูบอุปโภคตกลงอัศจรรย์ ,3.0
TCK0004322,CUS0002235,EMP00018,Account closure,Mobile App,Low,Escalated,2025-11-09T13:35:00,,[Mobile banking issue] ผลิตห้างแพ้ช้าข้าวและเมตตา ,
TCK0004323,CUS0007918,EMP00498,Branch service complaint,Email,Medium,In Progress,2024-07-16T01:31:00,,[PromptPay issue] กับบอกใบ้วิกิพีเดียขนมพ่อคอกแลก ,
TCK0004324,CUS0000130,EMP00264,PromptPay issue,Call Center,Medium,Closed,2026-01-11T23:37:00,2026-01-17T03:37:00,[Branch service complaint] อิฐช้ากตัญญู ,5.0
TCK0004325,CUS0001948,EMP00091,Fee inquiry,Email,Low,Resolved,2025-06-19T17:11:00,2025-06-26T14:11:00,[PromptPay issue] กระถางเฉยโง่ออนซอนเด๊ ,1.0
TCK0004326,CUS0002628,EMP00291,Loan inquiry,Branch,Low,Open,2024-08-24T10:21:00,,[Mobile banking issue] กีฬาขันน้ำเย็บไต้สำหรับ ,
TCK0004327,CUS0003584,EMP00106,Statement request,Branch,Critical,Resolved,2025-12-09T17:06:00,2025-12-12T07:06:00,[Fraud report] แซงหว่านดึกครองกล่าวแม่จาก ,
TCK0004328,CUS0006185,EMP00115,PromptPay issue,LINE OA,Low,Resolved,2025-03-31T19:02:00,2025-04-01T07:02:00,[Statement request] หม้อหรือครองมอบกล่อง ,3.0
TCK0004329,CUS0007905,EMP00098,Account closure,Branch,Critical,Escalated,2025-04-20T22:22:00,,[Fraud report] ย้ำคำถามยูทูบหมัด ,
TCK0004330,CUS0005076,EMP00494,ATM dispute,Branch,Critical,Resolved,2024-11-20T17:05:00,2024-11-23T05:05:00,[Branch service complaint] หน้าที่เทเลแกรมเยาวชนกรดไหลย้อนถกเถียงวินโดวส์ดำ ,2.0
