fd_id,customer_id,product_id,branch_id,principal_thb,interest_rate_pct,term_months,start_date,maturity_date,auto_rollover,status
FD0001406,CUS0002429,PRD-FD01,BR0017,4697729.71,1.71,6,2026-04-09,2026-10-06,True,Active
FD0001407,CUS0002638,PRD-FD01,BR0029,3201273.39,3.42,6,2025-05-20,2025-11-16,True,Active
FD0001408,CUS0007832,PRD-FD03,BR0014,2330709.83,2.86,24,2026-04-13,2028-04-02,True,Active
FD0001409,CUS0008890,PRD-FD02,BR0014,1828074.19,1.52,12,2023-05-03,2024-04-27,False,Active
FD0001410,CUS0004382,PRD-FD03,BR0022,3633098.53,3.07,24,2022-10-21,2024-10-10,True,Active
FD0001411,CUS0006095,PRD-FD01,BR0018,2705785.15,1.79,6,2024-10-12,2025-04-10,False,Matured
FD0001412,CUS0000363,PRD-FD01,BR0025,4358141.17,1.56,6,2025-02-04,2025-08-03,False,Active
FD0001413,CUS0004452,PRD-FD03,BR0011,2618866.93,3.35,24,2024-12-22,2026-12-12,True,Active
FD0001414,CUS0008963,PRD-FD03,BR0015,871948.35,3.26,24,2024-07-18,2026-07-08,False,Active
FD0001415,CUS0005146,PRD-FD02,BR0037,2468106.69,3.18,12,2025-12-28,2026-12-23,True,Active
FD0001416,CUS0005304,PRD-FD02,BR0044,1970927.63,2.42,12,2023-09-13,2024-09-07,True,Matured
FD0001417,CUS0009170,PRD-FD02,BR0029,541835.03,2.64,12,2025-01-09,2026-01-04,True,Active
FD0001418,CUS0005825,PRD-FD03,BR0037,1072054.64,3.18,24,2025-01-31,2027-01-21,False,Matured
FD0001419,CUS0008301,PRD-FD01,BR0003,4550263.25,3.28,6,2025-05-27,2025-11-23,True,Matured
FD0001420,CUS0005384,PRD-FD02,BR0035,4786409.6,1.95,12,2022-05-16,2023-05-11,False,Matured
FD0001421,CUS0001605,PRD-FD02,BR0001,541155.55,2.96,12,2022-03-23,2023-03-18,False,Active
FD0001422,CUS0001939,PRD-FD03,BR0030,3408469.97,2.71,24,2022-06-22,2024-06-11,False,Active
FD0001423,CUS0003670,PRD-FD02,BR0020,1293959.95,2.84,12,2022-05-17,2023-05-12,True,Active
FD0001424,CUS0001774,PRD-FD02,BR0001,2685450.19,2.16,12,2022-03-24,2023-03-19,True,Matured
FD0001425,CUS0001472,PRD-FD01,BR0049,1040292.31,2.34,6,2023-10-16,2024-04-13,True,Matured
FD0001426,CUS0009527,PRD-FD01,BR0009,1838993.42,1.44,6,2023-09-03,2024-03-01,True,Matured
FD0001427,CUS0004764,PRD-FD02,BR0031,2252817.58,2.68,12,2022-06-01,2023-05-27,True,Active
FD0001428,CUS0003221,PRD-FD02,BR0021,2105328.55,1.4,12,2024-03-21,2025-03-16,True,Matured
FD0001429,CUS0002424,PRD-FD02,BR0009,2681968.19,3.02,12,2024-08-13,2025-08-08,True,Active
FD0001430,CUS0000600,PRD-FD01,BR0027,4911128.93,3.17,6,2026-03-01,2026-08-28,False,Active
FD0001431,CUS0007696,PRD-FD02,BR0016,722174.69,1.44,12,2023-12-10,2024-12-04,False,Active
FD0001432,CUS0007068,PRD-FD03,BR0010,2150888.24,2.7,24,2025-08-22,2027-08-12,True,Active
FD0001433,CUS0005902,PRD-FD02,BR0045,3893976.31,2.01,12,2022-01-14,2023-01-09,False,Active
FD0001434,CUS0007486,PRD-FD01,BR0008,768680.75,1.4,6,2022-08-28,2023-02-24,False,Matured
FD0001435,CUS0009032,PRD-FD03,BR0008,4003648.41,2.65,24,2025-03-06,2027-02-24,False,Active
FD0001436,CUS0000196,PRD-FD02,BR0008,4802078.93,3.3,12,2026-03-13,2027-03-08,False,Matured
FD0001437,CUS0007361,PRD-FD03,BR0027,923587.92,1.4,24,2023-10-12,2025-10-01,True,Matured
FD0001438,CUS0009363,PRD-FD01,BR0019,2069612.41,3.0,6,2023-09-16,2024-03-14,False,Active
FD0001439,CUS0007042,PRD-FD01,BR0026,3529642.97,1.3,6,2025-11-09,2026-05-08,True,Matured
FD0001440,CUS0000392,PRD-FD03,BR0041,3679585.51,1.84,24,2025-06-03,2027-05-24,True,Active
FD0001441,CUS0003033,PRD-FD02,BR0046,4982539.01,2.2,12,2024-10-01,2025-09-26,True,Active
FD0001442,CUS0000339,PRD-FD01,BR0004,4320688.97,3.0,6,2025-06-15,2025-12-12,False,Active
FD0001443,CUS0005852,PRD-FD01,BR0042,4555474.01,2.66,6,2025-05-09,2025-11-05,True,Matured
FD0001444,CUS0002263,PRD-FD01,BR0044,1619428.83,2.36,6,2024-01-26,2024-07-24,False,Active
FD0001445,CUS0007378,PRD-FD01,BR0002,1300711.27,3.44,6,2025-07-07,2026-01-03,False,Active
FD0001446,CUS0002834,PRD-FD03,BR0001,2979205.99,3.04,24,2022-11-18,2024-11-07,False,Active
FD0001447,CUS0007812,PRD-FD01,BR0034,2948525.03,1.99,6,2023-06-25,2023-12-22,True,Active
FD0001448,CUS0000955,PRD-FD01,BR0021,1814138.71,2.38,6,2023-07-06,2024-01-02,False,Active
FD0001449,CUS0002442,PRD-FD02,BR0007,928339.41,1.26,12,2023-07-18,2024-07-12,True,Active
FD0001450,CUS0007203,PRD-FD03,BR0002,3318346.5,1.94,24,2023-12-04,2025-11-23,False,Active
FD0001451,CUS0000206,PRD-FD01,BR0006,3886080.84,1.27,6,2025-11-07,2026-05-06,False,Matured
FD0001452,CUS0006164,PRD-FD01,BR0010,4951571.3,2.06,6,2022-10-06,2023-04-04,True,Active
FD0001453,CUS0003426,PRD-FD03,BR0042,95466.27,2.26,24,2024-01-10,2025-12-30,False,Active
FD0001454,CUS0009072,PRD-FD01,BR0030,131056.04,2.76,6,2023-12-30,2024-06-27,False,Matured
FD0001455,CUS0009868,PRD-FD02,BR0036,4372829.88,2.41,12,2023-04-06,2024-03-31,True,Active
FD0001456,CUS0002905,PRD-FD03,BR0042,441332.33,3.2,24,2022-10-16,2024-10-05,False,Active
FD0001457,CUS0009000,PRD-FD01,BR0010,2375860.49,3.15,6,2025-05-09,2025-11-05,True,Matured
FD0001458,CUS0003437,PRD-FD02,BR0018,4361525.24,2.17,12,2023-03-20,2024-03-14,False,Active
FD0001459,CUS0004231,PRD-FD03,BR0035,4031430.81,1.63,24,2023-06-10,2025-05-30,False,Active
FD0001460,CUS0007631,PRD-FD03,BR0040,1470143.6,3.16,24,2024-07-14,2026-07-04,False,Active
FD0001461,CUS0008986,PRD-FD02,BR0042,1968716.49,2.97,12,2022-01-08,2023-01-03,False,Active
FD0001462,CUS0002326,PRD-FD03,BR0034,78666.07,1.24,24,2023-10-20,2025-10-09,False,Matured
FD0001463,CUS0005231,PRD-FD02,BR0021,3691734.56,2.5,12,2025-03-03,2026-02-26,True,Active
FD0001464,CUS0008475,PRD-FD03,BR0003,2403945.41,3.03,24,2025-07-20,2027-07-10,False,Matured
FD0001465,CUS0009032,PRD-FD02,BR0009,54101.79,2.11,12,2024-10-23,2025-10-18,False,Matured
FD0001466,CUS0009691,PRD-FD03,BR0024,4821825.72,3.28,24,2025-08-20,2027-08-10,True,Matured
FD0001467,CUS0004636,PRD-FD01,BR0020,250476.01,1.78,6,2024-05-15,2024-11-11,True,Active
FD0001468,CUS0001305,PRD-FD01,BR0039,3825473.93,2.91,6,2022-03-29,2022-09-25,True,Matured
FD0001469,CUS0000736,PRD-FD02,BR0036,702828.47,3.07,12,2022-12-16,2023-12-11,True,Active
FD0001470,CUS0000146,PRD-FD02,BR0031,3489116.59,2.77,12,2024-06-21,2025-06-16,True,Active
FD0001471,CUS0005828,PRD-FD01,BR0034,789063.36,2.9,6,2023-11-25,2024-05-23,True,Active
FD0001472,CUS0003850,PRD-FD03,BR0009,532774.51,1.7,24,2024-03-26,2026-03-16,True,Active
FD0001473,CUS0004283,PRD-FD03,BR0034,2272529.7,3.2,24,2022-11-14,2024-11-03,False,Matured
FD0001474,CUS0006913,PRD-FD03,BR0022,1830680.51,3.36,24,2023-10-10,2025-09-29,True,Active
FD0001475,CUS0009507,PRD-FD02,BR0035,4053462.83,3.08,12,2025-12-27,2026-12-22,False,Matured
FD0001476,CUS0001891,PRD-FD01,BR0002,4924591.55,2.49,6,2022-05-07,2022-11-03,False,Active
FD0001477,CUS0001060,PRD-FD03,BR0019,4636164.1,3.09,24,2023-04-18,2025-04-07,False,Active
FD0001478,CUS0008940,PRD-FD02,BR0040,4178033.92,1.7,12,2025-05-30,2026-05-25,False,Active
FD0001479,CUS0009225,PRD-FD02,BR0012,2762180.03,1.7,12,2023-09-05,2024-08-30,True,Active
FD0001480,CUS0007696,PRD-FD01,BR0031,2123362.04,1.6,6,2025-04-16,2025-10-13,False,Matured
FD0001481,CUS0002222,PRD-FD03,BR0033,3664561.0,2.89,24,2022-03-30,2024-03-19,True,Matured
FD0001482,CUS0000356,PRD-FD01,BR0015,4168992.39,2.31,6,2024-11-19,2025-05-18,True,Active
FD0001483,CUS0009035,PRD-FD02,BR0036,1631033.79,1.73,12,2022-03-02,2023-02-25,True,Active
FD0001484,CUS0004880,PRD-FD03,BR0004,4169338.72,2.58,24,2022-07-15,2024-07-04,True,Active
FD0001485,CUS0000647,PRD-FD01,BR0015,3049885.33,1.54,6,2022-12-27,2023-06-25,True,Matured
FD0001486,CUS0004542,PRD-FD03,BR0011,1250977.33,1.26,24,2023-08-20,2025-08-09,True,Active
FD0001487,CUS0005496,PRD-FD02,BR0010,3176325.36,1.46,12,2025-01-22,2026-01-17,True,Matured
FD0001488,CUS0009687,PRD-FD01,BR0046,2273564.22,2.17,6,2022-07-10,2023-01-06,True,Active
FD0001489,CUS0004123,PRD-FD01,BR0018,787243.39,2.63,6,2025-01-18,2025-07-17,False,Matured
FD0001490,CUS0007731,PRD-FD03,BR0040,4442670.56,3.1,24,2023-11-29,2025-11-18,True,Active
FD0001491,CUS0000788,PRD-FD01,BR0025,4862910.56,1.84,6,2024-07-28,2025-01-24,True,Active
FD0001492,CUS0007064,PRD-FD02,BR0021,1743624.68,2.61,12,2025-03-01,2026-02-24,True,Active
FD0001493,CUS0004270,PRD-FD03,BR0011,3904191.56,2.07,24,2024-12-01,2026-11-21,True,Matured
FD0001494,CUS0006233,PRD-FD02,BR0027,3347348.04,2.35,12,2024-11-22,2025-11-17,True,Active
FD0001495,CUS0001792,PRD-FD01,BR0008,457036.7,2.65,6,2023-01-15,2023-07-14,True,Matured
FD0001496,CUS0000751,PRD-FD03,BR0008,2280708.26,2.12,24,2024-02-25,2026-02-14,False,Active
FD0001497,CUS0004264,PRD-FD03,BR0049,672206.71,2.06,24,2022-12-15,2024-12-04,True,Active
FD0001498,CUS0006569,PRD-FD01,BR0003,1131546.17,3.29,6,2026-02-13,2026-08-12,True,Active
FD0001499,CUS0005049,PRD-FD03,BR0031,3275900.38,1.74,24,2024-04-28,2026-04-18,True,Active
FD0001500,CUS0007154,PRD-FD01,BR0003,2997926.69,3.16,6,2023-03-11,2023-09-07,False,Active
FD0001501,CUS0007117,PRD-FD02,BR0005,597350.46,2.86,12,2024-01-25,2025-01-19,True,Active
FD0001502,CUS0007455,PRD-FD02,BR0024,3949291.01,1.9,12,2025-05-12,2026-05-07,True,Active
FD0001503,CUS0004714,PRD-FD03,BR0033,122061.47,2.81,24,2022-03-05,2024-02-23,False,Active
FD0001504,CUS0003821,PRD-FD02,BR0026,2757160.16,2.05,12,2022-11-19,2023-11-14,True,Matured
FD0001505,CUS0003058,PRD-FD02,BR0015,4351612.95,1.62,12,2022-02-04,2023-01-30,False,Active
FD0001506,CUS0003049,PRD-FD03,BR0034,861445.65,2.64,24,2022-07-14,2024-07-03,True,Matured
FD0001507,CUS0006520,PRD-FD01,BR0034,1161333.96,1.86,6,2025-04-14,2025-10-11,False,Active
FD0001508,CUS0005116,PRD-FD03,BR0023,2725978.39,1.86,24,2022-11-02,2024-10-22,False,Active
FD0001509,CUS0003113,PRD-FD02,BR0019,4648778.5,2.26,12,2023-04-16,2024-04-10,False,Matured
FD0001510,CUS0007532,PRD-FD03,BR0025,3749053.7,2.86,24,2025-10-02,2027-09-22,True,Matured
FD0001511,CUS0004549,PRD-FD03,BR0014,2722003.62,3.13,24,2026-02-04,2028-01-25,True,Active
FD0001512,CUS0009365,PRD-FD03,BR0047,4857278.29,3.25,24,2024-07-04,2026-06-24,True,Active
FD0001513,CUS0006921,PRD-FD01,BR0013,2601410.61,1.65,6,2025-05-03,2025-10-30,False,Matured
FD0001514,CUS0009612,PRD-FD02,BR0028,2686710.32,2.6,12,2023-07-11,2024-07-05,True,Matured
FD0001515,CUS0004063,PRD-FD01,BR0041,3164122.35,1.41,6,2025-11-19,2026-05-18,True,Matured
FD0001516,CUS0009602,PRD-FD01,BR0041,2823007.31,3.02,6,2024-02-27,2024-08-25,True,Active
FD0001517,CUS0008845,PRD-FD02,BR0031,3689129.43,2.68,12,2025-09-06,2026-09-01,True,Active
FD0001518,CUS0007176,PRD-FD02,BR0015,3810079.78,2.72,12,2025-06-07,2026-06-02,True,Active
FD0001519,CUS0007678,PRD-FD03,BR0047,2075246.03,1.94,24,2022-10-20,2024-10-09,True,Active
FD0001520,CUS0007139,PRD-FD03,BR0041,2856703.53,2.15,24,2025-02-25,2027-02-15,True,Active
FD0001521,CUS0003616,PRD-FD01,BR0033,4403869.97,2.74,6,2025-04-28,2025-10-25,False,Active
FD0001522,CUS0005859,PRD-FD02,BR0019,903351.28,1.25,12,2024-01-23,2025-01-17,True,Matured
FD0001523,CUS0009921,PRD-FD03,BR0024,3752965.52,2.21,24,2024-01-06,2025-12-26,False,Active
FD0001524,CUS0003377,PRD-FD01,BR0027,1867138.39,2.12,6,2023-03-03,2023-08-30,False,Matured
FD0001525,CUS0005901,PRD-FD02,BR0042,1504983.28,2.37,12,2025-06-18,2026-06-13,True,Matured
FD0001526,CUS0008237,PRD-FD01,BR0022,937818.97,1.49,6,2022-10-05,2023-04-03,True,Matured
FD0001527,CUS0006411,PRD-FD01,BR0031,3991972.43,1.51,6,2022-07-04,2022-12-31,True,Active
FD0001528,CUS0005622,PRD-FD02,BR0018,739740.85,1.39,12,2025-01-08,2026-01-03,False,Matured
FD0001529,CUS0002705,PRD-FD01,BR0035,1213396.45,1.76,6,2025-09-26,2026-03-25,True,Active
FD0001530,CUS0007828,PRD-FD02,BR0031,1277460.79,2.17,12,2023-07-12,2024-07-06,True,Active
FD0001531,CUS0002227,PRD-FD01,BR0020,4261485.35,2.92,6,2023-04-13,2023-10-10,True,Active
FD0001532,CUS0002137,PRD-FD01,BR0047,2020821.38,2.34,6,2025-06-17,2025-12-14,True,Active
FD0001533,CUS0000666,PRD-FD02,BR0021,1466893.21,3.08,12,2025-12-25,2026-12-20,True,Matured
FD0001534,CUS0002350,PRD-FD02,BR0046,3531096.18,3.38,12,2023-11-23,2024-11-17,False,Matured
FD0001535,CUS0008394,PRD-FD01,BR0044,184123.53,1.67,6,2026-01-24,2026-07-23,True,Active
FD0001536,CUS0004883,PRD-FD02,BR0021,1947105.39,1.63,12,2022-03-01,2023-02-24,True,Matured
FD0001537,CUS0009241,PRD-FD01,BR0041,4337251.62,1.92,6,2022-06-18,2022-12-15,False,Matured
FD0001538,CUS0006294,PRD-FD03,BR0038,2037759.37,2.61,24,2024-11-17,2026-11-07,True,Matured
FD0001539,CUS0000294,PRD-FD03,BR0045,4435486.39,2.77,24,2025-10-22,2027-10-12,False,Active
FD0001540,CUS0005335,PRD-FD02,BR0003,4102269.28,1.81,12,2024-07-27,2025-07-22,True,Matured
FD0001541,CUS0007981,PRD-FD03,BR0011,3716553.23,2.02,24,2024-08-08,2026-07-29,True,Active
FD0001542,CUS0007371,PRD-FD02,BR0019,1299525.94,1.69,12,2022-02-27,2023-02-22,False,Matured
FD0001543,CUS0009592,PRD-FD03,BR0041,2230165.84,3.02,24,2022-02-06,2024-01-27,True,Active
FD0001544,CUS0009961,PRD-FD03,BR0010,1498768.51,1.73,24,2024-08-30,2026-08-20,True,Active
FD0001545,CUS0004804,PRD-FD03,BR0006,3712013.84,3.44,24,2025-06-22,2027-06-12,True,Active
FD0001546,CUS0003276,PRD-FD02,BR0041,3059924.4,1.31,12,2025-03-10,2026-03-05,True,Matured
FD0001547,CUS0000622,PRD-FD02,BR0011,902641.47,1.2,12,2023-04-17,2024-04-11,True,Matured
FD0001548,CUS0008961,PRD-FD01,BR0008,1665822.93,2.72,6,2022-08-20,2023-02-16,True,Active
FD0001549,CUS0000480,PRD-FD01,BR0042,1066927.73,1.87,6,2022-09-16,2023-03-15,True,Active
FD0001550,CUS0005300,PRD-FD02,BR0011,4048425.7,1.57,12,2022-01-01,2022-12-27,True,Active
FD0001551,CUS0004716,PRD-FD03,BR0006,4378626.25,2.3,24,2024-10-30,2026-10-20,True,Active
FD0001552,CUS0005605,PRD-FD03,BR0018,3277988.09,1.32,24,2024-08-29,2026-08-19,True,Matured
FD0001553,CUS0000086,PRD-FD02,BR0018,3392357.69,2.88,12,2023-12-16,2024-12-10,True,Active
FD0001554,CUS0001773,PRD-FD02,BR0016,1715959.69,2.21,12,2022-10-20,2023-10-15,False,Active
FD0001555,CUS0004799,PRD-FD01,BR0039,1023990.14,1.49,6,2022-02-03,2022-08-02,True,Matured
FD0001556,CUS0001192,PRD-FD01,BR0007,689502.3,2.75,6,2022-02-28,2022-08-27,True,Active
FD0001557,CUS0000188,PRD-FD02,BR0036,2078593.85,2.84,12,2024-02-01,2025-01-26,True,Active
FD0001558,CUS0002852,PRD-FD02,BR0004,4996113.94,2.88,12,2022-03-20,2023-03-15,False,Active
FD0001559,CUS0007446,PRD-FD01,BR0023,4012738.27,1.3,6,2025-12-22,2026-06-20,True,Active
FD0001560,CUS0007228,PRD-FD03,BR0033,271973.8,2.77,24,2025-01-10,2026-12-31,True,Active
FD0001561,CUS0002488,PRD-FD01,BR0048,3597784.7,3.37,6,2023-10-02,2024-03-30,True,Active
FD0001562,CUS0008210,PRD-FD02,BR0029,809074.66,3.12,12,2025-05-04,2026-04-29,False,Active
FD0001563,CUS0009531,PRD-FD01,BR0009,4702887.16,2.65,6,2024-11-21,2025-05-20,True,Matured
FD0001564,CUS0007952,PRD-FD03,BR0010,4862187.3,3.2,24,2024-06-13,2026-06-03,True,Active
FD0001565,CUS0000845,PRD-FD03,BR0023,1833654.76,2.13,24,2024-04-09,2026-03-30,False,Active
FD0001566,CUS0008024,PRD-FD03,BR0026,1486555.69,1.55,24,2023-10-27,2025-10-16,True,Active
FD0001567,CUS0007213,PRD-FD01,BR0043,1088042.11,2.58,6,2025-06-22,2025-12-19,True,Active
FD0001568,CUS0001666,PRD-FD03,BR0037,4286336.33,2.75,24,2023-10-17,2025-10-06,False,Active
FD0001569,CUS0004034,PRD-FD03,BR0039,2700082.78,2.73,24,2024-06-07,2026-05-28,False,Matured
FD0001570,CUS0003036,PRD-FD03,BR0033,113823.15,2.45,24,2023-10-14,2025-10-03,True,Matured
FD0001571,CUS0002328,PRD-FD03,BR0012,4190137.13,1.48,24,2024-08-29,2026-08-19,True,Active
FD0001572,CUS0006787,PRD-FD03,BR0006,461957.03,1.33,24,2026-03-19,2028-03-08,False,Active
FD0001573,CUS0009016,PRD-FD01,BR0041,3460456.91,1.49,6,2023-01-13,2023-07-12,False,Active
FD0001574,CUS0005904,PRD-FD03,BR0010,327179.5,1.94,24,2025-08-23,2027-08-13,False,Active
FD0001575,CUS0005906,PRD-FD01,BR0018,51038.98,1.53,6,2024-09-26,2025-03-25,True,Active
FD0001576,CUS0008391,PRD-FD03,BR0043,1713562.43,1.36,24,2022-05-11,2024-04-30,False,Active
FD0001577,CUS0000504,PRD-FD01,BR0022,4824354.56,2.91,6,2025-12-01,2026-05-30,True,Active
FD0001578,CUS0000788,PRD-FD02,BR0021,1598058.23,3.12,12,2023-03-09,2024-03-03,True,Matured
FD0001579,CUS0005941,PRD-FD01,BR0002,4020165.63,2.62,6,2023-04-19,2023-10-16,True,Active
FD0001580,CUS0001290,PRD-FD03,BR0005,3811611.3,1.88,24,2025-10-14,2027-10-04,True,Matured
FD0001581,CUS0001829,PRD-FD02,BR0026,4383263.26,1.2,12,2022-07-27,2023-07-22,False,Active
FD0001582,CUS0007336,PRD-FD02,BR0046,1166869.48,1.33,12,2023-12-13,2024-12-07,False,Matured
FD0001583,CUS0004125,PRD-FD01,BR0042,4972443.36,3.27,6,2023-11-03,2024-05-01,True,Active
FD0001584,CUS0001388,PRD-FD02,BR0046,3271135.03,1.22,12,2024-10-23,2025-10-18,True,Active
FD0001585,CUS0002130,PRD-FD03,BR0032,3369743.35,1.34,24,2024-04-30,2026-04-20,True,Active
FD0001586,CUS0005369,PRD-FD02,BR0018,4820676.72,2.22,12,2022-02-06,2023-02-01,True,Matured
FD0001587,CUS0006506,PRD-FD03,BR0021,4459885.81,3.43,24,2025-11-27,2027-11-17,True,Active
FD0001588,CUS0001501,PRD-FD01,BR0032,2538138.76,3.42,6,2022-04-25,2022-10-22,False,Active
FD0001589,CUS0008654,PRD-FD02,BR0019,3070487.15,2.4,12,2024-07-04,2025-06-29,False,Active
FD0001590,CUS0008870,PRD-FD01,BR0004,549439.46,2.75,6,2022-12-10,2023-06-08,True,Matured
FD0001591,CUS0008537,PRD-FD02,BR0043,771768.54,2.05,12,2024-01-15,2025-01-09,True,Matured
FD0001592,CUS0008824,PRD-FD03,BR0006,2680161.13,2.28,24,2024-06-18,2026-06-08,True,Active
FD0001593,CUS0004734,PRD-FD01,BR0023,3064741.43,2.83,6,2022-09-07,2023-03-06,True,Matured
FD0001594,CUS0003469,PRD-FD03,BR0030,2133511.06,2.95,24,2023-01-19,2025-01-08,False,Matured
FD0001595,CUS0009840,PRD-FD02,BR0019,2881501.15,2.13,12,2022-08-08,2023-08-03,True,Active
FD0001596,CUS0001747,PRD-FD03,BR0015,756063.51,1.55,24,2024-03-09,2026-02-27,True,Active
FD0001597,CUS0005940,PRD-FD02,BR0024,4027820.48,1.64,12,2024-04-08,2025-04-03,True,Active
FD0001598,CUS0009142,PRD-FD03,BR0020,2275220.95,3.18,24,2024-11-23,2026-11-13,True,Active
FD0001599,CUS0005202,PRD-FD01,BR0046,2978608.19,3.22,6,2023-01-21,2023-07-20,True,Active
FD0001600,CUS0001833,PRD-FD02,BR0032,3511532.65,2.86,12,2023-06-23,2024-06-17,True,Active
FD0001601,CUS0006660,PRD-FD02,BR0033,2621377.66,2.08,12,2022-01-11,2023-01-06,False,Matured
FD0001602,CUS0005967,PRD-FD02,BR0043,3077025.93,2.23,12,2023-12-24,2024-12-18,True,Matured
FD0001603,CUS0007934,PRD-FD02,BR0020,646066.31,2.18,12,2023-06-15,2024-06-09,True,Matured
FD0001604,CUS0004902,PRD-FD01,BR0003,1437900.95,1.52,6,2023-02-05,2023-08-04,True,Active
FD0001605,CUS0003404,PRD-FD03,BR0022,1047479.27,2.83,24,2025-03-03,2027-02-21,False,Active
FD0001606,CUS0004644,PRD-FD03,BR0039,1407934.39,3.31,24,2024-04-21,2026-04-11,True,Active
FD0001607,CUS0007293,PRD-FD02,BR0018,4314124.23,2.47,12,2023-09-28,2024-09-22,True,Matured
FD0001608,CUS0007516,PRD-FD03,BR0008,1679882.32,2.31,24,2025-09-20,2027-09-10,True,Active
FD0001609,CUS0004078,PRD-FD01,BR0041,670696.9,1.5,6,2024-03-15,2024-09-11,True,Active
FD0001610,CUS0009040,PRD-FD02,BR0023,4044049.63,2.58,12,2022-11-18,2023-11-13,False,Active
FD0001611,CUS0005462,PRD-FD02,BR0032,4601163.68,2.19,12,2024-04-04,2025-03-30,True,Active
FD0001612,CUS0004297,PRD-FD03,BR0044,3807545.62,2.73,24,2023-10-06,2025-09-25,True,Active
FD0001613,CUS0008355,PRD-FD01,BR0009,174680.27,2.52,6,2022-08-25,2023-02-21,False,Active
FD0001614,CUS0001102,PRD-FD03,BR0013,2198466.44,3.47,24,2026-02-25,2028-02-15,True,Active
FD0001615,CUS0009643,PRD-FD02,BR0050,2786902.73,3.01,12,2025-04-28,2026-04-23,True,Active
FD0001616,CUS0005877,PRD-FD03,BR0029,2216197.52,1.81,24,2022-07-24,2024-07-13,False,Active
FD0001617,CUS0009928,PRD-FD03,BR0010,4056307.55,2.91,24,2022-05-03,2024-04-22,True,Active
FD0001618,CUS0008403,PRD-FD01,BR0003,3186270.04,1.78,6,2025-12-01,2026-05-30,False,Matured
FD0001619,CUS0008098,PRD-FD01,BR0039,4391933.16,3.38,6,2025-12-11,2026-06-09,True,Active
FD0001620,CUS0001627,PRD-FD02,BR0007,3147727.98,1.69,12,2025-07-19,2026-07-14,True,Matured
FD0001621,CUS0004826,PRD-FD01,BR0008,830717.84,1.88,6,2023-11-01,2024-04-29,True,Active
FD0001622,CUS0008141,PRD-FD02,BR0048,3970080.07,1.87,12,2024-02-06,2025-01-31,True,Matured
FD0001623,CUS0000821,PRD-FD02,BR0004,98996.14,1.4,12,2025-12-20,2026-12-15,True,Active
FD0001624,CUS0004573,PRD-FD02,BR0038,4175726.79,2.31,12,2025-07-28,2026-07-23,True,Active
FD0001625,CUS0001521,PRD-FD02,BR0007,1004044.34,1.26,12,2022-01-31,2023-01-26,False,Matured
FD0001626,CUS0005138,PRD-FD03,BR0017,2369176.86,2.28,24,2023-07-02,2025-06-21,True,Matured
FD0001627,CUS0000732,PRD-FD01,BR0011,1224552.46,2.29,6,2023-11-26,2024-05-24,True,Active
FD0001628,CUS0005933,PRD-FD02,BR0019,1123911.57,3.36,12,2024-01-10,2025-01-04,True,Active
FD0001629,CUS0002196,PRD-FD03,BR0017,2648084.98,1.51,24,2025-08-01,2027-07-22,False,Active
FD0001630,CUS0003491,PRD-FD01,BR0005,2467540.83,2.59,6,2024-11-19,2025-05-18,False,Matured
FD0001631,CUS0001303,PRD-FD03,BR0035,381335.11,2.01,24,2022-10-13,2024-10-02,True,Matured
FD0001632,CUS0003270,PRD-FD02,BR0048,3604584.28,1.38,12,2026-04-01,2027-03-27,True,Active
FD0001633,CUS0009591,PRD-FD03,BR0041,4594423.35,2.59,24,2024-01-16,2026-01-05,False,Active
FD0001634,CUS0006795,PRD-FD01,BR0046,4630287.39,3.1,6,2022-03-16,2022-09-12,False,Active
FD0001635,CUS0007678,PRD-FD02,BR0015,476520.59,2.9,12,2024-05-29,2025-05-24,True,Active
FD0001636,CUS0001319,PRD-FD01,BR0009,1369528.08,2.43,6,2023-08-04,2024-01-31,False,Matured
FD0001637,CUS0002810,PRD-FD01,BR0022,395030.86,2.57,6,2025-05-26,2025-11-22,False,Active
FD0001638,CUS0003422,PRD-FD01,BR0008,4761314.02,1.87,6,2025-09-27,2026-03-26,False,Matured
FD0001639,CUS0005473,PRD-FD01,BR0008,2899901.65,3.37,6,2026-04-07,2026-10-04,True,Active
FD0001640,CUS0002497,PRD-FD03,BR0025,1532185.12,3.5,24,2023-10-21,2025-10-10,False,Active
FD0001641,CUS0004397,PRD-FD01,BR0016,3287692.31,2.96,6,2025-11-22,2026-05-21,False,Matured
FD0001642,CUS0008412,PRD-FD02,BR0006,380390.65,1.98,12,2024-08-20,2025-08-15,True,Active
FD0001643,CUS0004047,PRD-FD03,BR0040,4333144.48,3.31,24,2025-10-20,2027-10-10,False,Active
FD0001644,CUS0001496,PRD-FD03,BR0038,1561027.31,1.68,24,2024-12-11,2026-12-01,True,Matured
FD0001645,CUS0003314,PRD-FD02,BR0036,4259937.92,2.21,12,2022-11-29,2023-11-24,True,Active
FD0001646,CUS0001301,PRD-FD02,BR0028,3074751.27,1.62,12,2024-02-14,2025-02-08,True,Matured
FD0001647,CUS0006921,PRD-FD02,BR0040,4517419.18,2.39,12,2026-02-24,2027-02-19,False,Matured
FD0001648,CUS0009663,PRD-FD03,BR0030,4236486.49,3.2,24,2023-09-07,2025-08-27,True,Active
