holding_id,customer_id,product_id,units_held,average_cost_thb,current_nav_thb,market_value_thb,as_of_date
INV0001245,CUS0002671,PRD-WL04,22085.4378,21.0164,17.9827,397155.8,2026-05-01
INV0001246,CUS0007333,PRD-WL02,13956.0966,16.4598,16.5547,231038.99,2026-05-01
INV0001247,CUS0001428,PRD-WL01,33740.2614,18.9666,23.3362,787369.49,2026-05-01
INV0001248,CUS0000480,PRD-WL04,8932.8506,27.2601,33.3635,298031.16,2026-05-01
INV0001249,CUS0003777,PRD-WL01,13496.3748,17.6385,22.1911,299499.4,2026-05-01
INV0001250,CUS0007019,PRD-WL01,36266.3047,34.4592,33.2882,1207240.0,2026-05-01
INV0001251,CUS0008046,PRD-WL02,25461.7371,32.129,31.9852,814398.75,2026-05-01
INV0001252,CUS0007692,PRD-WL02,9126.2124,18.2505,16.0467,146445.59,2026-05-01
INV0001253,CUS0004231,PRD-WL02,2328.1394,21.9598,21.8142,50786.5,2026-05-01
INV0001254,CUS0001524,PRD-WL04,8004.2106,28.0136,24.0648,192619.73,2026-05-01
INV0001255,CUS0007691,PRD-WL03,36494.1427,31.6534,32.9331,1201865.25,2026-05-01
INV0001256,CUS0006689,PRD-WL02,18575.5191,31.6683,32.3331,600604.12,2026-05-01
INV0001257,CUS0006944,PRD-WL02,41369.9541,22.8205,24.0039,993040.24,2026-05-01
INV0001258,CUS0000969,PRD-WL04,16159.4197,32.3417,31.0915,502420.6,2026-05-01
INV0001259,CUS0008101,PRD-WL04,43651.7439,20.9637,19.4336,848310.53,2026-05-01
INV0001260,CUS0006665,PRD-WL04,28630.848,19.87,18.5005,529685.0,2026-05-01
INV0001261,CUS0007681,PRD-WL01,43304.4436,16.4509,18.2665,791020.62,2026-05-01
INV0001262,CUS0007421,PRD-WL04,19610.0099,9.7805,11.2846,221291.12,2026-05-01
INV0001263,CUS0007316,PRD-WL03,44778.3188,25.328,23.0404,1031710.38,2026-05-01
INV0001264,CUS0005866,PRD-WL03,20419.2424,25.8951,28.2427,576694.54,2026-05-01
INV0001265,CUS0007339,PRD-WL04,42904.9285,25.1936,32.5286,1395637.26,2026-05-01
INV0001266,CUS0001284,PRD-WL02,25690.9178,13.463,13.159,338066.79,2026-05-01
INV0001267,CUS0006762,PRD-WL03,18610.6325,28.018,29.3837,546849.24,2026-05-01
INV0001268,CUS0002568,PRD-WL04,7296.414,36.4227,34.7594,253618.97,2026-05-01
INV0001269,CUS0000607,PRD-WL01,31923.5037,27.5804,25.5257,814869.78,2026-05-01
INV0001270,CUS0006491,PRD-WL01,5943.1876,10.6877,13.1913,78398.37,2026-05-01
INV0001271,CUS0001243,PRD-WL02,27008.1956,19.7102,17.0005,459152.83,2026-05-01
INV0001272,CUS0005737,PRD-WL01,49568.9505,9.3756,10.5002,520483.89,2026-05-01
INV0001273,CUS0008835,PRD-WL02,25608.6963,31.7451,28.2553,723581.4,2026-05-01
INV0001274,CUS0003384,PRD-WL02,26594.41,15.2211,19.9595,530811.13,2026-05-01
INV0001275,CUS0000999,PRD-WL04,8875.4273,23.4287,21.3143,189173.52,2026-05-01
INV0001276,CUS0006290,PRD-WL01,14186.6301,18.3014,16.1918,229707.08,2026-05-01
INV0001277,CUS0007326,PRD-WL02,19134.3064,35.1093,32.434,620602.09,2026-05-01
INV0001278,CUS0003430,PRD-WL04,29519.8246,15.2249,19.6409,579795.92,2026-05-01
INV0001279,CUS0008242,PRD-WL02,25255.8994,17.2368,15.0961,381265.58,2026-05-01
INV0001280,CUS0005223,PRD-WL01,41149.3798,14.4982,19.556,804717.27,2026-05-01
INV0001281,CUS0000396,PRD-WL03,31955.7742,35.5599,31.5407,1007907.49,2026-05-01
INV0001282,CUS0009313,PRD-WL04,32110.0112,26.4334,34.662,1112997.21,2026-05-01
INV0001283,CUS0007599,PRD-WL03,48243.5659,7.562,8.8803,428417.34,2026-05-01
INV0001284,CUS0002794,PRD-WL01,12051.8313,24.6677,28.1932,339779.69,2026-05-01
INV0001285,CUS0000502,PRD-WL01,28097.3726,8.5184,9.7139,272935.07,2026-05-01
INV0001286,CUS0004468,PRD-WL01,7593.37,25.0191,29.706,225568.65,2026-05-01
INV0001287,CUS0003579,PRD-WL03,40567.3692,10.6088,12.9509,525383.94,2026-05-01
INV0001288,CUS0003939,PRD-WL04,28368.46,21.3054,28.4981,808447.21,2026-05-01
INV0001289,CUS0004025,PRD-WL02,45884.0927,16.9427,20.5562,943202.59,2026-05-01
INV0001290,CUS0009643,PRD-WL02,31461.9645,39.0966,33.0735,1040557.28,2026-05-01
INV0001291,CUS0002414,PRD-WL02,8375.6953,11.4489,11.0502,92553.11,2026-05-01
INV0001292,CUS0000098,PRD-WL04,17256.5183,28.0869,34.3622,592971.93,2026-05-01
INV0001293,CUS0006496,PRD-WL01,24531.4567,19.5796,18.0597,443030.75,2026-05-01
INV0001294,CUS0007841,PRD-WL03,20863.6249,18.3957,25.3593,529086.92,2026-05-01
INV0001295,CUS0001845,PRD-WL04,29904.3316,25.4219,25.0302,748511.4,2026-05-01
INV0001296,CUS0003040,PRD-WL03,41770.2392,16.4418,16.1405,674192.55,2026-05-01
INV0001297,CUS0009013,PRD-WL04,34439.0724,25.5236,27.3187,940830.69,2026-05-01
INV0001298,CUS0006004,PRD-WL03,31619.1237,17.0086,15.5781,492565.87,2026-05-01
INV0001299,CUS0009609,PRD-WL01,14501.3611,27.5385,33.7405,489283.17,2026-05-01
INV0001300,CUS0006614,PRD-WL01,23081.4469,10.6926,9.6004,221591.12,2026-05-01
INV0001301,CUS0000888,PRD-WL02,34158.0186,18.9591,24.9942,853752.35,2026-05-01
INV0001302,CUS0008648,PRD-WL04,26550.842,8.3981,11.4244,303327.44,2026-05-01
INV0001303,CUS0009510,PRD-WL04,6921.775,26.5894,32.6594,226061.02,2026-05-01
INV0001304,CUS0003786,PRD-WL02,31155.489,18.9546,22.2448,693047.62,2026-05-01
INV0001305,CUS0003016,PRD-WL01,32097.087,30.6425,33.4603,1073978.16,2026-05-01
INV0001306,CUS0008242,PRD-WL02,17301.9891,27.5548,23.5178,406904.72,2026-05-01
INV0001307,CUS0007390,PRD-WL02,29836.0476,19.1825,24.0674,718076.09,2026-05-01
INV0001308,CUS0001019,PRD-WL02,22909.2239,28.7798,26.1587,599275.52,2026-05-01
INV0001309,CUS0001918,PRD-WL01,34243.5412,9.2348,12.2998,421188.71,2026-05-01
INV0001310,CUS0006330,PRD-WL04,6066.9126,24.4183,34.3153,208187.93,2026-05-01
INV0001311,CUS0005559,PRD-WL03,5595.1887,18.4228,19.1789,107309.56,2026-05-01
INV0001312,CUS0003010,PRD-WL01,7623.1045,10.6467,13.5338,103169.57,2026-05-01
INV0001313,CUS0003133,PRD-WL01,16309.1821,14.7265,13.9666,227783.82,2026-05-01
INV0001314,CUS0001862,PRD-WL02,28133.3347,9.8179,8.7806,247027.56,2026-05-01
INV0001315,CUS0005907,PRD-WL02,49380.497,8.3762,9.9525,491459.4,2026-05-01
INV0001316,CUS0001667,PRD-WL01,33070.325,7.6262,9.3177,308139.37,2026-05-01
INV0001317,CUS0001767,PRD-WL03,7147.5074,35.095,30.5939,218670.13,2026-05-01
INV0001318,CUS0003371,PRD-WL04,20904.3661,8.5995,8.6338,180484.12,2026-05-01
INV0001319,CUS0008029,PRD-WL02,48732.4403,16.0873,21.5524,1050301.05,2026-05-01
INV0001320,CUS0008590,PRD-WL02,28122.8005,13.8514,15.3598,431960.59,2026-05-01
INV0001321,CUS0007518,PRD-WL04,12144.7504,21.4759,25.8418,313842.21,2026-05-01
INV0001322,CUS0005271,PRD-WL04,41722.2568,29.8206,30.7952,1284845.24,2026-05-01
INV0001323,CUS0003093,PRD-WL04,32019.6262,28.4173,26.3783,844623.31,2026-05-01
INV0001324,CUS0001957,PRD-WL02,31187.2873,18.9855,20.7037,645692.24,2026-05-01
INV0001325,CUS0006116,PRD-WL04,21595.7008,10.306,13.3974,289326.24,2026-05-01
INV0001326,CUS0009864,PRD-WL03,39689.4618,25.5026,30.9728,1229293.76,2026-05-01
INV0001327,CUS0007718,PRD-WL04,40972.906,28.5008,30.4288,1246756.36,2026-05-01
INV0001328,CUS0003671,PRD-WL03,27362.8477,18.9809,21.1005,577369.77,2026-05-01
INV0001329,CUS0008003,PRD-WL02,19231.3865,28.6964,31.2128,600265.42,2026-05-01
INV0001330,CUS0009776,PRD-WL01,21702.6517,19.4124,24.9293,541031.92,2026-05-01
INV0001331,CUS0009751,PRD-WL04,15287.2487,27.0613,29.1189,445147.87,2026-05-01
INV0001332,CUS0005213,PRD-WL01,47294.3849,9.7066,8.9175,421747.68,2026-05-01
INV0001333,CUS0002300,PRD-WL01,28773.3863,8.766,11.4438,329276.88,2026-05-01
INV0001334,CUS0008617,PRD-WL04,35367.6386,22.511,26.623,941592.64,2026-05-01
INV0001335,CUS0002455,PRD-WL01,42164.389,12.3434,12.4881,526553.11,2026-05-01
INV0001336,CUS0007811,PRD-WL03,16716.7198,25.304,30.9046,516623.54,2026-05-01
INV0001337,CUS0007349,PRD-WL04,20204.4973,22.4037,20.8832,421934.56,2026-05-01
INV0001338,CUS0000349,PRD-WL02,26735.161,24.967,22.6529,605628.93,2026-05-01
INV0001339,CUS0001820,PRD-WL04,4988.6707,24.492,30.2362,150838.45,2026-05-01
INV0001340,CUS0006656,PRD-WL01,15257.0197,11.7486,10.5491,160947.83,2026-05-01
INV0001341,CUS0009163,PRD-WL02,8342.4934,16.8101,15.0389,125461.92,2026-05-01
INV0001342,CUS0009719,PRD-WL04,4127.4153,21.6076,25.5934,105634.59,2026-05-01
INV0001343,CUS0007007,PRD-WL02,26981.2521,16.6442,17.3092,467023.89,2026-05-01
INV0001344,CUS0004757,PRD-WL03,35393.4253,23.4302,26.8615,950720.49,2026-05-01
INV0001345,CUS0005277,PRD-WL02,24177.0547,10.6818,9.4215,227784.12,2026-05-01
INV0001346,CUS0000623,PRD-WL03,44232.6753,28.9665,33.7637,1493458.78,2026-05-01
INV0001347,CUS0005982,PRD-WL03,20493.0992,20.5158,17.2842,354206.83,2026-05-01
INV0001348,CUS0002630,PRD-WL01,660.4819,22.2664,19.0189,12561.64,2026-05-01
INV0001349,CUS0002607,PRD-WL03,21488.8413,29.9818,32.4618,697566.47,2026-05-01
INV0001350,CUS0006334,PRD-WL01,6231.8776,27.2567,33.5737,209227.19,2026-05-01
INV0001351,CUS0001357,PRD-WL02,47593.4754,11.7136,16.0005,761519.4,2026-05-01
INV0001352,CUS0000902,PRD-WL03,36238.5005,19.1789,19.3254,700323.52,2026-05-01
INV0001353,CUS0003184,PRD-WL04,16132.4015,15.641,16.5546,267065.45,2026-05-01
INV0001354,CUS0002853,PRD-WL03,42083.2191,29.9988,32.4106,1363942.38,2026-05-01
INV0001355,CUS0002842,PRD-WL02,14648.4055,35.7989,32.4252,474977.48,2026-05-01
INV0001356,CUS0000332,PRD-WL04,4293.21,18.4782,22.7545,97689.85,2026-05-01
INV0001357,CUS0005926,PRD-WL03,18942.8157,17.8207,23.4033,443324.4,2026-05-01
INV0001358,CUS0005164,PRD-WL02,13967.8248,36.1296,30.4566,425412.45,2026-05-01
INV0001359,CUS0004170,PRD-WL01,17189.0824,21.7694,19.9626,343138.78,2026-05-01
INV0001360,CUS0006574,PRD-WL03,38377.6732,13.4712,15.4532,593057.86,2026-05-01
INV0001361,CUS0001605,PRD-WL04,10999.0896,12.1386,10.5247,115762.12,2026-05-01
INV0001362,CUS0003264,PRD-WL02,15336.5542,9.8733,11.4961,176310.56,2026-05-01
INV0001363,CUS0005294,PRD-WL02,39904.4448,6.7437,8.2629,329726.44,2026-05-01
INV0001364,CUS0000859,PRD-WL04,5945.3593,8.3153,9.0922,54056.4,2026-05-01
INV0001365,CUS0000510,PRD-WL02,6080.3018,19.1364,22.1931,134940.75,2026-05-01
INV0001366,CUS0008348,PRD-WL04,14068.0812,21.6315,20.013,281544.51,2026-05-01
INV0001367,CUS0006213,PRD-WL02,8447.9112,13.703,16.4743,139173.42,2026-05-01
INV0001368,CUS0003782,PRD-WL02,4717.0958,20.4826,21.9843,103702.05,2026-05-01
INV0001369,CUS0009137,PRD-WL04,36214.6969,8.4113,10.2875,372558.69,2026-05-01
INV0001370,CUS0002401,PRD-WL03,37933.5468,22.8034,28.1322,1067154.13,2026-05-01
INV0001371,CUS0001498,PRD-WL04,7299.7839,15.9701,14.0469,102539.33,2026-05-01
INV0001372,CUS0000513,PRD-WL02,46573.5589,15.7695,22.3236,1039689.5,2026-05-01
INV0001373,CUS0010000,PRD-WL01,2248.6667,9.5812,11.6001,26084.76,2026-05-01
INV0001374,CUS0005658,PRD-WL03,33822.4728,30.1862,30.6895,1037994.78,2026-05-01
INV0001375,CUS0000105,PRD-WL02,1631.4901,20.1086,23.2007,37851.71,2026-05-01
INV0001376,CUS0009437,PRD-WL03,3485.0926,17.149,16.1328,56224.3,2026-05-01
INV0001377,CUS0001738,PRD-WL03,22049.7567,29.8418,30.2439,666870.64,2026-05-01
INV0001378,CUS0008999,PRD-WL04,44686.7045,30.4963,27.571,1232057.13,2026-05-01
INV0001379,CUS0003751,PRD-WL04,49622.6335,19.579,22.4267,1112871.91,2026-05-01
INV0001380,CUS0001929,PRD-WL02,25831.4531,15.0028,15.8247,408775.0,2026-05-01
INV0001381,CUS0000745,PRD-WL01,13701.9053,9.5847,10.3253,141476.28,2026-05-01
INV0001382,CUS0005002,PRD-WL04,27966.2114,20.2571,20.4985,573265.38,2026-05-01
INV0001383,CUS0006989,PRD-WL03,9228.167,14.1451,17.1769,158511.3,2026-05-01
INV0001384,CUS0003396,PRD-WL03,20256.9278,11.2792,10.8868,220533.12,2026-05-01
INV0001385,CUS0009093,PRD-WL03,30649.6633,30.4192,30.9998,950133.43,2026-05-01
INV0001386,CUS0007731,PRD-WL02,5642.0205,25.0218,32.4475,183069.46,2026-05-01
INV0001387,CUS0009818,PRD-WL01,41034.4501,18.5885,21.0079,862047.62,2026-05-01
INV0001388,CUS0008409,PRD-WL03,23578.3019,34.9449,32.8597,774775.93,2026-05-01
INV0001389,CUS0002498,PRD-WL01,11456.7332,19.5161,21.3391,244476.38,2026-05-01
INV0001390,CUS0005707,PRD-WL03,12190.9254,26.4786,27.8175,339121.07,2026-05-01
INV0001391,CUS0004556,PRD-WL03,11233.6445,9.1453,9.8529,110683.98,2026-05-01
INV0001392,CUS0005541,PRD-WL04,41949.4995,24.591,28.7492,1206014.55,2026-05-01
INV0001393,CUS0003783,PRD-WL03,35806.3033,15.1543,17.5736,629245.65,2026-05-01
INV0001394,CUS0006193,PRD-WL02,162.1356,18.4096,25.2415,4092.55,2026-05-01
INV0001395,CUS0006096,PRD-WL02,3590.3017,17.8758,19.3435,69449.0,2026-05-01
INV0001396,CUS0004603,PRD-WL02,45100.9478,23.9807,33.7398,1521696.96,2026-05-01
INV0001397,CUS0003735,PRD-WL04,26843.9579,11.1561,13.8846,372717.62,2026-05-01
INV0001398,CUS0008733,PRD-WL03,23347.2715,28.1819,34.3281,801467.47,2026-05-01
INV0001399,CUS0002035,PRD-WL04,26606.0475,23.11,27.0381,719376.97,2026-05-01
INV0001400,CUS0004538,PRD-WL02,38318.1437,26.2602,31.495,1206829.94,2026-05-01
INV0001401,CUS0000318,PRD-WL03,11082.2092,22.36,26.2601,291019.92,2026-05-01
INV0001402,CUS0007102,PRD-WL01,14057.5334,21.664,25.7536,362032.09,2026-05-01
INV0001403,CUS0006726,PRD-WL01,17787.5668,25.0405,28.3366,504039.17,2026-05-01
INV0001404,CUS0004037,PRD-WL01,35636.6615,18.4587,25.4874,908285.85,2026-05-01
INV0001405,CUS0006869,PRD-WL04,13518.1829,31.9847,29.7185,401740.12,2026-05-01
INV0001406,CUS0005525,PRD-WL03,40985.7885,18.0774,19.2517,789046.1,2026-05-01
INV0001407,CUS0007946,PRD-WL03,49419.8189,28.3814,29.9522,1480232.3,2026-05-01
INV0001408,CUS0006274,PRD-WL03,48638.9502,26.3758,33.9898,1653228.19,2026-05-01
INV0001409,CUS0004544,PRD-WL04,35109.603,16.4938,16.0852,564744.99,2026-05-01
INV0001410,CUS0003901,PRD-WL03,49903.062,21.7886,24.6946,1232336.15,2026-05-01
INV0001411,CUS0007776,PRD-WL04,49856.0664,7.4786,8.1183,404746.5,2026-05-01
INV0001412,CUS0002843,PRD-WL03,26661.1826,7.7732,8.3666,223063.45,2026-05-01
INV0001413,CUS0001303,PRD-WL02,22067.8337,24.4833,31.274,690149.43,2026-05-01
INV0001414,CUS0006859,PRD-WL02,1748.2161,22.0997,24.4488,42741.79,2026-05-01
INV0001415,CUS0005054,PRD-WL02,28023.2613,33.3534,28.7784,806464.62,2026-05-01
INV0001416,CUS0001194,PRD-WL02,15287.8633,11.1627,12.9288,197653.73,2026-05-01
INV0001417,CUS0008413,PRD-WL02,40833.9787,13.4281,18.7502,765645.27,2026-05-01
INV0001418,CUS0005617,PRD-WL03,48908.3781,11.1155,13.286,649796.71,2026-05-01
INV0001419,CUS0004658,PRD-WL03,33472.4498,24.5979,25.3286,847810.29,2026-05-01
INV0001420,CUS0009977,PRD-WL02,12774.7463,19.1545,22.7419,290522.0,2026-05-01
INV0001421,CUS0003219,PRD-WL01,32990.0589,17.2812,22.4348,740125.37,2026-05-01
INV0001422,CUS0008075,PRD-WL02,40124.5587,37.441,32.5513,1306106.55,2026-05-01
INV0001423,CUS0005328,PRD-WL04,13876.9974,28.9661,29.3553,407363.42,2026-05-01
INV0001424,CUS0009091,PRD-WL04,41975.0157,29.0368,33.1868,1393016.45,2026-05-01
INV0001425,CUS0007577,PRD-WL04,38083.1644,24.3983,34.6505,1319600.69,2026-05-01
INV0001426,CUS0003697,PRD-WL01,14203.82,26.9734,30.3378,430912.65,2026-05-01
INV0001427,CUS0005125,PRD-WL03,18536.3021,9.9989,8.357,154907.88,2026-05-01
INV0001428,CUS0000524,PRD-WL04,47635.1692,25.9396,30.2291,1439968.29,2026-05-01
INV0001429,CUS0008637,PRD-WL02,47185.8305,36.9419,32.1489,1516972.55,2026-05-01
INV0001430,CUS0000502,PRD-WL01,5490.5984,30.4564,34.4534,189169.78,2026-05-01
INV0001431,CUS0007386,PRD-WL01,47705.782,20.7936,24.7996,1183084.31,2026-05-01
INV0001432,CUS0005653,PRD-WL04,48364.4868,12.429,10.6139,513335.83,2026-05-01
INV0001433,CUS0003799,PRD-WL04,44731.2638,36.2193,34.7251,1553297.61,2026-05-01
INV0001434,CUS0008572,PRD-WL02,37795.1278,16.0262,18.6529,704988.74,2026-05-01
INV0001435,CUS0006450,PRD-WL02,18810.9985,21.2104,27.1318,510376.25,2026-05-01
INV0001436,CUS0003466,PRD-WL01,41614.2465,20.4723,18.0639,751715.59,2026-05-01
INV0001437,CUS0000841,PRD-WL02,32075.1583,20.4611,19.1986,615798.13,2026-05-01
INV0001438,CUS0008039,PRD-WL01,43784.5219,17.7629,21.0155,920153.62,2026-05-01
INV0001439,CUS0004917,PRD-WL01,30342.1848,26.4255,30.8754,936827.09,2026-05-01
INV0001440,CUS0001974,PRD-WL02,22382.4283,8.6028,11.3101,253147.5,2026-05-01
INV0001441,CUS0008933,PRD-WL03,1916.0583,16.2875,14.6116,27996.68,2026-05-01
INV0001442,CUS0008050,PRD-WL04,34615.6463,7.6128,8.8986,308030.79,2026-05-01
INV0001443,CUS0001740,PRD-WL04,26393.0474,40.4019,34.4078,908126.7,2026-05-01
INV0001444,CUS0009216,PRD-WL01,45451.7717,26.2923,27.9176,1268904.38,2026-05-01
INV0001445,CUS0005039,PRD-WL04,24092.4311,8.6852,10.6322,256155.55,2026-05-01
INV0001446,CUS0006476,PRD-WL02,41824.2593,21.4232,21.0269,879434.52,2026-05-01
INV0001447,CUS0007886,PRD-WL04,36286.563,22.3707,23.5545,854711.85,2026-05-01
INV0001448,CUS0009261,PRD-WL04,33599.8519,34.6064,32.6611,1097408.12,2026-05-01
INV0001449,CUS0005385,PRD-WL01,42121.7049,12.7501,10.7858,454316.28,2026-05-01
INV0001450,CUS0004256,PRD-WL03,18147.9103,16.457,21.0009,381122.45,2026-05-01
INV0001451,CUS0006546,PRD-WL02,43549.9648,22.0248,29.3498,1278182.76,2026-05-01
INV0001452,CUS0000813,PRD-WL02,39245.9329,7.6758,9.9966,392325.89,2026-05-01
INV0001453,CUS0004333,PRD-WL02,31214.785,37.9031,31.6911,989230.87,2026-05-01
INV0001454,CUS0007824,PRD-WL04,15326.1999,12.5404,16.1283,247185.55,2026-05-01
INV0001455,CUS0003640,PRD-WL03,49445.2581,13.1109,12.9158,638625.06,2026-05-01
INV0001456,CUS0000515,PRD-WL02,18204.884,18.5853,18.7379,341121.3,2026-05-01
INV0001457,CUS0000332,PRD-WL04,10067.5175,13.2292,11.9686,120494.09,2026-05-01
INV0001458,CUS0005353,PRD-WL04,7905.9329,10.4403,13.4485,106322.94,2026-05-01
INV0001459,CUS0002616,PRD-WL02,44804.8131,20.76,18.0691,809582.65,2026-05-01
INV0001460,CUS0000376,PRD-WL02,48139.3829,33.0814,33.3167,1603845.38,2026-05-01
INV0001461,CUS0001585,PRD-WL03,1194.7366,11.9843,13.1193,15674.11,2026-05-01
INV0001462,CUS0004141,PRD-WL01,22634.8824,39.8545,34.8521,788873.18,2026-05-01
INV0001463,CUS0002190,PRD-WL01,33284.7155,22.6938,28.6896,954925.17,2026-05-01
INV0001464,CUS0001183,PRD-WL02,49998.1275,18.9028,21.5018,1075049.74,2026-05-01
INV0001465,CUS0000310,PRD-WL04,11259.5491,26.8259,31.763,357637.06,2026-05-01
INV0001466,CUS0006199,PRD-WL04,14203.0394,25.916,26.4569,375768.39,2026-05-01
INV0001467,CUS0008665,PRD-WL01,44538.5751,19.3602,18.5706,827108.06,2026-05-01
INV0001468,CUS0001065,PRD-WL01,22494.7286,24.7454,21.6708,487478.76,2026-05-01
INV0001469,CUS0001393,PRD-WL04,18873.6729,32.8096,34.1212,643992.37,2026-05-01
INV0001470,CUS0006432,PRD-WL01,9267.8784,22.1716,24.3066,225270.61,2026-05-01
INV0001471,CUS0001856,PRD-WL04,37139.0892,18.4635,17.4907,649588.67,2026-05-01
INV0001472,CUS0005413,PRD-WL01,39501.1217,11.0847,12.7257,502679.42,2026-05-01
INV0001473,CUS0002553,PRD-WL03,16235.0597,20.257,25.8292,419338.6,2026-05-01
INV0001474,CUS0000201,PRD-WL02,40463.2297,22.5523,19.6363,794548.12,2026-05-01
INV0001475,CUS0008130,PRD-WL02,32716.5564,22.6103,25.9103,847695.79,2026-05-01
INV0001476,CUS0000954,PRD-WL03,34045.3168,23.5548,20.431,695579.87,2026-05-01
INV0001477,CUS0002022,PRD-WL01,19991.8595,16.9323,16.5791,331447.04,2026-05-01
INV0001478,CUS0007783,PRD-WL04,3586.4609,31.0128,28.3231,101579.69,2026-05-01
INV0001479,CUS0000869,PRD-WL02,18494.914,26.1389,26.4717,489591.81,2026-05-01
INV0001480,CUS0001030,PRD-WL03,41862.177,23.316,26.1425,1094381.96,2026-05-01
INV0001481,CUS0000392,PRD-WL01,36714.7982,18.2793,21.475,788450.29,2026-05-01
INV0001482,CUS0000562,PRD-WL01,5027.6284,32.334,30.87,155202.89,2026-05-01
INV0001483,CUS0004896,PRD-WL04,47459.4471,22.1677,18.8962,896803.2,2026-05-01
INV0001484,CUS0005028,PRD-WL04,11659.0373,18.521,24.1155,281163.51,2026-05-01
INV0001485,CUS0001287,PRD-WL02,34270.935,16.414,15.9816,547704.37,2026-05-01
INV0001486,CUS0001557,PRD-WL04,35550.0025,19.6728,23.8987,849598.84,2026-05-01
INV0001487,CUS0009109,PRD-WL01,42427.3992,12.3143,13.5123,573291.75,2026-05-01
INV0001488,CUS0000236,PRD-WL01,48893.0614,25.0863,22.1086,1080957.14,2026-05-01
INV0001489,CUS0009637,PRD-WL03,28610.0702,15.162,15.4077,440815.38,2026-05-01
INV0001490,CUS0006378,PRD-WL01,22045.4775,12.9963,13.0712,288160.85,2026-05-01
INV0001491,CUS0002381,PRD-WL04,1498.9938,22.9513,25.3569,38009.84,2026-05-01
INV0001492,CUS0008961,PRD-WL01,5133.3769,11.4899,12.0758,61989.63,2026-05-01
INV0001493,CUS0005568,PRD-WL04,32971.1684,24.7503,25.9681,856198.6,2026-05-01
INV0001494,CUS0006491,PRD-WL04,2253.781,21.7272,19.728,44462.59,2026-05-01
INV0001495,CUS0000975,PRD-WL03,778.2822,19.0884,24.7674,19276.03,2026-05-01
INV0001496,CUS0002137,PRD-WL02,18671.9323,27.5537,27.5566,514534.97,2026-05-01
INV0001497,CUS0006143,PRD-WL02,1636.2675,36.6493,32.0948,52515.68,2026-05-01
INV0001498,CUS0009894,PRD-WL02,16154.7865,17.3758,23.7966,384428.99,2026-05-01
INV0001499,CUS0007845,PRD-WL04,47888.1129,14.99,16.5256,791379.8,2026-05-01
INV0001500,CUS0000183,PRD-WL02,26352.9226,16.7649,20.751,546849.5,2026-05-01
INV0001501,CUS0005546,PRD-WL03,21805.8454,23.4913,25.2527,550656.47,2026-05-01
INV0001502,CUS0008389,PRD-WL03,23149.2816,21.9072,28.349,656258.98,2026-05-01
INV0001503,CUS0003246,PRD-WL04,7680.1298,39.9724,33.5319,257529.34,2026-05-01
INV0001504,CUS0000383,PRD-WL04,2759.7702,14.6202,14.1138,38950.84,2026-05-01
INV0001505,CUS0007696,PRD-WL04,23223.1577,22.5489,24.051,558540.17,2026-05-01
INV0001506,CUS0001823,PRD-WL01,49421.0748,32.0266,27.5473,1361417.17,2026-05-01
INV0001507,CUS0005280,PRD-WL03,42297.86,18.9938,19.0288,804877.52,2026-05-01
INV0001508,CUS0006247,PRD-WL02,9702.7231,15.1681,19.0124,184472.05,2026-05-01
INV0001509,CUS0001836,PRD-WL03,13543.9944,11.9706,10.2056,138224.59,2026-05-01
INV0001510,CUS0000583,PRD-WL01,18815.9591,8.8375,11.527,216891.56,2026-05-01
INV0001511,CUS0003657,PRD-WL01,9313.4269,29.6297,26.185,243872.08,2026-05-01
INV0001512,CUS0000975,PRD-WL02,16470.0796,16.4606,16.7302,275547.73,2026-05-01
INV0001513,CUS0005702,PRD-WL03,27783.8743,40.7852,34.9671,971521.51,2026-05-01
INV0001514,CUS0005527,PRD-WL04,15181.4944,18.5985,18.887,286732.88,2026-05-01
INV0001515,CUS0008974,PRD-WL02,18471.7266,25.3043,31.6651,584909.07,2026-05-01
INV0001516,CUS0003678,PRD-WL04,10930.8373,19.4625,17.793,194492.39,2026-05-01
INV0001517,CUS0002683,PRD-WL01,35935.0283,16.7163,16.6451,598142.14,2026-05-01
INV0001518,CUS0008798,PRD-WL03,40034.3599,10.302,9.2543,370489.98,2026-05-01
INV0001519,CUS0009053,PRD-WL04,23430.8706,26.1398,21.8925,512960.33,2026-05-01
INV0001520,CUS0000832,PRD-WL04,16155.1396,12.5058,11.3125,182755.02,2026-05-01
INV0001521,CUS0001656,PRD-WL01,26969.2319,19.5616,25.0502,675584.65,2026-05-01
INV0001522,CUS0005613,PRD-WL02,24043.7714,10.655,14.2719,343150.3,2026-05-01
INV0001523,CUS0003043,PRD-WL03,49646.9802,11.3262,14.0652,698294.71,2026-05-01
INV0001524,CUS0008517,PRD-WL03,19377.7017,37.7914,34.074,660275.81,2026-05-01
INV0001525,CUS0001894,PRD-WL01,20214.589,24.0119,24.2129,489453.82,2026-05-01
INV0001526,CUS0001518,PRD-WL03,38351.397,11.2223,12.2231,468772.96,2026-05-01
INV0001527,CUS0000715,PRD-WL04,42985.5095,28.8957,31.2471,1343172.51,2026-05-01
INV0001528,CUS0000927,PRD-WL03,1362.5398,32.6017,33.9248,46223.89,2026-05-01
INV0001529,CUS0002211,PRD-WL01,29942.7787,26.8684,32.271,966283.41,2026-05-01
